=== program=hurricane seed=3 (grammar-mcmc) ===
[hurricane seed=3 step=0] current_train_nll=58.2073 best_held_out_nll=57.6265 accept_rate=0.00 valid_proposal_rate=1.00
[hurricane seed=3 step=2275] current_train_nll=8.3886 best_held_out_nll=3.5826 accept_rate=0.06 valid_proposal_rate=1.00
[hurricane seed=3 step=2300] current_train_nll=7.9895 best_held_out_nll=3.5826 accept_rate=0.06 valid_proposal_rate=1.00
[hurricane seed=3 step=2325] current_train_nll=4.0442 best_held_out_nll=3.5826 accept_rate=0.06 valid_proposal_rate=1.00
[hurricane seed=3 step=2350] current_train_nll=3.2939 best_held_out_nll=3.3351 accept_rate=0.06 valid_proposal_rate=1.00
[hurricane seed=3 step=2375] current_train_nll=2.5705 best_held_out_nll=2.5893 accept_rate=0.06 valid_proposal_rate=1.00
[hurricane seed=3 step=2400] current_train_nll=2.6776 best_held_out_nll=2.5893 accept_rate=0.06 valid_proposal_rate=1.00
[hurricane seed=3 step=2425] current_train_nll=2.6776 best_held_out_nll=2.5893 accept_rate=0.06 valid_proposal_rate=1.00
[hurricane seed=3 step=2450] current_train_nll=2.6776 best_held_out_nll=2.5893 accept_rate=0.06 valid_proposal_rate=1.00
[hurricane seed=3 step=2475] current_train_nll=2.6776 best_held_out_nll=2.5893 accept_rate=0.06 valid_proposal_rate=1.00
[hurricane seed=3 step=2500] current_train_nll=2.6776 best_held_out_nll=2.5893 accept_rate=0.05 valid_proposal_rate=1.00
[hurricane seed=3 step=2525] current_train_nll=2.6776 best_held_out_nll=2.5893 accept_rate=0.05 valid_proposal_rate=1.00
[hurricane seed=3 step=2550] current_train_nll=3.6858 best_held_out_nll=2.5893 accept_rate=0.05 valid_proposal_rate=1.00
[hurricane seed=3 step=2575] current_train_nll=3.6858 best_held_out_nll=2.5893 accept_rate=0.05 valid_proposal_rate=1.00
[hurricane seed=3 step=2600] current_train_nll=9.2689 best_held_out_nll=2.5893 accept_rate=0.05 valid_proposal_rate=1.00
[hurricane seed=3 step=2625] current_train_nll=6.0362 best_held_out_nll=2.5893 accept_rate=0.05 valid_proposal_rate=1.00
[hurricane seed=3 step=2650] current_train_nll=5.6617 best_held_out_nll=2.5893 accept_rate=0.05 valid_proposal_rate=1.00
[hurricane seed=3 step=2675] current_train_nll=5.9009 best_held_out_nll=2.5893 accept_rate=0.05 valid_proposal_rate=1.00
[hurricane seed=3 step=2700] current_train_nll=5.9009 best_held_out_nll=2.5893 accept_rate=0.05 valid_proposal_rate=1.00
[hurricane seed=3 step=2725] current_train_nll=5.8941 best_held_out_nll=2.5893 accept_rate=0.05 valid_proposal_rate=1.00
[hurricane seed=3 step=2750] current_train_nll=5.8941 best_held_out_nll=2.5893 accept_rate=0.05 valid_proposal_rate=1.00
[hurricane seed=3 step=2775] current_train_nll=4.8802 best_held_out_nll=2.5893 accept_rate=0.05 valid_proposal_rate=1.00
[hurricane seed=3 step=2800] current_train_nll=3.7229 best_held_out_nll=2.5893 accept_rate=0.05 valid_proposal_rate=1.00
[hurricane seed=3 step=2825] current_train_nll=8.6925 best_held_out_nll=2.5893 accept_rate=0.05 valid_proposal_rate=1.00
[hurricane seed=3 step=2850] current_train_nll=8.1947 best_held_out_nll=2.5893 accept_rate=0.05 valid_proposal_rate=1.00
[hurricane seed=3 step=2875] current_train_nll=5.5194 best_held_out_nll=2.5893 accept_rate=0.05 valid_proposal_rate=1.00
[hurricane seed=3 step=2900] current_train_nll=5.5194 best_held_out_nll=2.5893 accept_rate=0.05 valid_proposal_rate=1.00
[hurricane seed=3 step=2925] current_train_nll=5.4312 best_held_out_nll=2.5893 accept_rate=0.05 valid_proposal_rate=1.00
[hurricane seed=3 step=2950] current_train_nll=5.4312 best_held_out_nll=2.5893 accept_rate=0.05 valid_proposal_rate=1.00
[hurricane seed=3 step=2975] current_train_nll=7.5400 best_held_out_nll=2.5893 accept_rate=0.05 valid_proposal_rate=1.00
[hurricane seed=3 step=3000] current_train_nll=7.1936 best_held_out_nll=2.5893 accept_rate=0.05 valid_proposal_rate=1.00
[hurricane seed=3 step=3025] current_train_nll=5.9074 best_held_out_nll=2.5893 accept_rate=0.05 valid_proposal_rate=1.00
[hurricane seed=3 step=3050] current_train_nll=9.4061 best_held_out_nll=2.5893 accept_rate=0.05 valid_proposal_rate=1.00
[hurricane seed=3 step=3075] current_train_nll=5.7576 best_held_out_nll=2.5893 accept_rate=0.05 valid_proposal_rate=1.00
[hurricane seed=3 step=3100] current_train_nll=6.2782 best_held_out_nll=2.5893 accept_rate=0.05 valid_proposal_rate=1.00
[hurricane seed=3 step=3125] current_train_nll=7.7280 best_held_out_nll=2.5893 accept_rate=0.05 valid_proposal_rate=1.00
[hurricane seed=3 step=3150] current_train_nll=9.6211 best_held_out_nll=2.5893 accept_rate=0.05 valid_proposal_rate=1.00
[hurricane seed=3 step=3175] current_train_nll=9.6131 best_held_out_nll=2.5893 accept_rate=0.06 valid_proposal_rate=1.00
[hurricane seed=3 step=3200] current_train_nll=8.6458 best_held_out_nll=2.5893 accept_rate=0.06 valid_proposal_rate=1.00
[hurricane seed=3 step=3225] current_train_nll=8.6458 best_held_out_nll=2.5893 accept_rate=0.06 valid_proposal_rate=1.00
[hurricane seed=3 step=3250] current_train_nll=8.0803 best_held_out_nll=2.5893 accept_rate=0.06 valid_proposal_rate=1.00
[hurricane seed=3 step=3275] current_train_nll=7.6901 best_held_out_nll=2.5893 accept_rate=0.06 valid_proposal_rate=1.00
[hurricane seed=3 step=3300] current_train_nll=6.4619 best_held_out_nll=2.5893 accept_rate=0.06 valid_proposal_rate=1.00
[hurricane seed=3 step=3325] current_train_nll=6.6455 best_held_out_nll=2.5893 accept_rate=0.06 valid_proposal_rate=1.00
[hurricane seed=3 step=3350] current_train_nll=6.6455 best_held_out_nll=2.5893 accept_rate=0.06 valid_proposal_rate=1.00
[hurricane seed=3 step=3375] current_train_nll=7.0101 best_held_out_nll=2.5893 accept_rate=0.06 valid_proposal_rate=1.00
[hurricane seed=3 step=3400] current_train_nll=7.0101 best_held_out_nll=2.5893 accept_rate=0.06 valid_proposal_rate=1.00
[hurricane seed=3 step=3425] current_train_nll=6.6439 best_held_out_nll=2.5893 accept_rate=0.06 valid_proposal_rate=1.00
[hurricane seed=3 step=3450] current_train_nll=2.3941 best_held_out_nll=2.5041 accept_rate=0.06 valid_proposal_rate=1.00
[hurricane seed=3 step=3475] current_train_nll=2.3941 best_held_out_nll=2.5041 accept_rate=0.06 valid_proposal_rate=1.00
[hurricane seed=3 step=3500] current_train_nll=4.0061 best_held_out_nll=2.5041 accept_rate=0.06 valid_proposal_rate=1.00
[hurricane seed=3 step=3525] current_train_nll=6.2606 best_held_out_nll=2.5041 accept_rate=0.06 valid_proposal_rate=1.00
[hurricane seed=3 step=3550] current_train_nll=7.9145 best_held_out_nll=2.5041 accept_rate=0.06 valid_proposal_rate=1.00
[hurricane seed=3 step=3575] current_train_nll=7.1863 best_held_out_nll=2.5041 accept_rate=0.06 valid_proposal_rate=1.00
[hurricane seed=3 step=3600] current_train_nll=5.8774 best_held_out_nll=2.5041 accept_rate=0.06 valid_proposal_rate=1.00
[hurricane seed=3 step=3625] current_train_nll=4.6595 best_held_out_nll=2.5041 accept_rate=0.06 valid_proposal_rate=1.00
[hurricane seed=3 step=3650] current_train_nll=4.6595 best_held_out_nll=2.5041 accept_rate=0.06 valid_proposal_rate=1.00
[hurricane seed=3 step=3675] current_train_nll=4.9049 best_held_out_nll=2.5041 accept_rate=0.06 valid_proposal_rate=1.00
[hurricane seed=3 step=3700] current_train_nll=6.0853 best_held_out_nll=2.5041 accept_rate=0.06 valid_proposal_rate=1.00
[hurricane seed=3 step=3725] current_train_nll=5.4490 best_held_out_nll=2.5041 accept_rate=0.06 valid_proposal_rate=1.00
[hurricane seed=3 step=3750] current_train_nll=4.6276 best_held_out_nll=2.5041 accept_rate=0.06 valid_proposal_rate=1.00
[hurricane seed=3 step=3775] current_train_nll=4.6276 best_held_out_nll=2.5041 accept_rate=0.06 valid_proposal_rate=1.00
[hurricane seed=3 step=3800] current_train_nll=4.6276 best_held_out_nll=2.5041 accept_rate=0.06 valid_proposal_rate=1.00
[hurricane seed=3 step=3825] current_train_nll=6.0760 best_held_out_nll=2.5041 accept_rate=0.06 valid_proposal_rate=1.00
[hurricane seed=3 step=3850] current_train_nll=7.2947 best_held_out_nll=2.5041 accept_rate=0.06 valid_proposal_rate=1.00
[hurricane seed=3 step=3875] current_train_nll=6.0651 best_held_out_nll=2.5041 accept_rate=0.06 valid_proposal_rate=1.00
[hurricane seed=3 step=3900] current_train_nll=6.0651 best_held_out_nll=2.5041 accept_rate=0.06 valid_proposal_rate=1.00
[hurricane seed=3 step=3925] current_train_nll=6.0651 best_held_out_nll=2.5041 accept_rate=0.06 valid_proposal_rate=1.00
[hurricane seed=3 step=3950] current_train_nll=5.2166 best_held_out_nll=2.5041 accept_rate=0.06 valid_proposal_rate=1.00
[hurricane seed=3 step=3975] current_train_nll=4.9407 best_held_out_nll=2.5041 accept_rate=0.06 valid_proposal_rate=1.00
[hurricane seed=3 step=4000] current_train_nll=4.9407 best_held_out_nll=2.5041 accept_rate=0.05 valid_proposal_rate=1.00
[hurricane seed=3 step=4025] current_train_nll=5.1527 best_held_out_nll=2.5041 accept_rate=0.05 valid_proposal_rate=1.00
[hurricane seed=3 step=4050] current_train_nll=3.8381 best_held_out_nll=2.5041 accept_rate=0.05 valid_proposal_rate=1.00
[hurricane seed=3 step=4075] current_train_nll=4.8370 best_held_out_nll=2.5041 accept_rate=0.05 valid_proposal_rate=1.00
[hurricane seed=3 step=4100] current_train_nll=5.7819 best_held_out_nll=2.5041 accept_rate=0.06 valid_proposal_rate=1.00
[hurricane seed=3 step=4125] current_train_nll=5.7183 best_held_out_nll=2.5041 accept_rate=0.06 valid_proposal_rate=1.00
[hurricane seed=3 step=4150] current_train_nll=5.7183 best_held_out_nll=2.5041 accept_rate=0.05 valid_proposal_rate=1.00
[hurricane seed=3 step=4175] current_train_nll=6.9916 best_held_out_nll=2.5041 accept_rate=0.05 valid_proposal_rate=1.00
[hurricane seed=3 step=4200] current_train_nll=6.9916 best_held_out_nll=2.5041 accept_rate=0.05 valid_proposal_rate=1.00
[hurricane seed=3 step=4225] current_train_nll=8.3226 best_held_out_nll=2.5041 accept_rate=0.05 valid_proposal_rate=1.00
[hurricane seed=3 step=4250] current_train_nll=8.3226 best_held_out_nll=2.5041 accept_rate=0.05 valid_proposal_rate=1.00
[hurricane seed=3 step=4275] current_train_nll=8.3195 best_held_out_nll=2.5041 accept_rate=0.05 valid_proposal_rate=1.00
[hurricane seed=3 step=4300] current_train_nll=7.8084 best_held_out_nll=2.5041 accept_rate=0.05 valid_proposal_rate=1.00
[hurricane seed=3 step=4325] current_train_nll=5.4814 best_held_out_nll=2.5041 accept_rate=0.05 valid_proposal_rate=1.00
[hurricane seed=3 step=4350] current_train_nll=4.8813 best_held_out_nll=2.5041 accept_rate=0.05 valid_proposal_rate=1.00
[hurricane seed=3 step=4375] current_train_nll=5.2282 best_held_out_nll=2.5041 accept_rate=0.05 valid_proposal_rate=1.00
[hurricane seed=3 step=4400] current_train_nll=4.9527 best_held_out_nll=2.5041 accept_rate=0.05 valid_proposal_rate=1.00
[hurricane seed=3 step=4425] current_train_nll=4.9009 best_held_out_nll=2.5041 accept_rate=0.05 valid_proposal_rate=1.00
[hurricane seed=3 step=4450] current_train_nll=4.9009 best_held_out_nll=2.5041 accept_rate=0.05 valid_proposal_rate=1.00
[hurricane seed=3 step=4475] current_train_nll=5.7826 best_held_out_nll=2.5041 accept_rate=0.05 valid_proposal_rate=1.00
[hurricane seed=3 step=4500] current_train_nll=5.6235 best_held_out_nll=2.5041 accept_rate=0.05 valid_proposal_rate=1.00
[hurricane seed=3 step=4525] current_train_nll=5.5757 best_held_out_nll=2.5041 accept_rate=0.05 valid_proposal_rate=1.00
[hurricane seed=3 step=4550] current_train_nll=4.6713 best_held_out_nll=2.5041 accept_rate=0.05 valid_proposal_rate=1.00
[hurricane seed=3 step=4575] current_train_nll=6.2730 best_held_out_nll=2.5041 accept_rate=0.05 valid_proposal_rate=1.00
[hurricane seed=3 step=4600] current_train_nll=5.5925 best_held_out_nll=2.5041 accept_rate=0.05 valid_proposal_rate=1.00
[hurricane seed=3 step=4625] current_train_nll=5.5591 best_held_out_nll=2.5041 accept_rate=0.05 valid_proposal_rate=1.00
[hurricane seed=3 step=4650] current_train_nll=4.1454 best_held_out_nll=2.5041 accept_rate=0.05 valid_proposal_rate=1.00
[hurricane seed=3 step=4675] current_train_nll=5.5371 best_held_out_nll=2.5041 accept_rate=0.05 valid_proposal_rate=1.00
[hurricane seed=3 step=4700] current_train_nll=5.5371 best_held_out_nll=2.5041 accept_rate=0.05 valid_proposal_rate=1.00
[hurricane seed=3 step=4725] current_train_nll=4.5846 best_held_out_nll=2.5041 accept_rate=0.05 valid_proposal_rate=1.00
[hurricane seed=3 step=4750] current_train_nll=5.1423 best_held_out_nll=2.5041 accept_rate=0.05 valid_proposal_rate=1.00
[hurricane seed=3 step=4775] current_train_nll=5.1423 best_held_out_nll=2.5041 accept_rate=0.05 valid_proposal_rate=1.00
[hurricane seed=3 step=4800] current_train_nll=4.5118 best_held_out_nll=2.5041 accept_rate=0.05 valid_proposal_rate=1.00
[hurricane seed=3 step=4825] current_train_nll=4.5118 best_held_out_nll=2.5041 accept_rate=0.05 valid_proposal_rate=1.00
[hurricane seed=3 step=4850] current_train_nll=4.5118 best_held_out_nll=2.5041 accept_rate=0.05 valid_proposal_rate=1.00
[hurricane seed=3 step=4875] current_train_nll=4.5118 best_held_out_nll=2.5041 accept_rate=0.05 valid_proposal_rate=1.00
[hurricane seed=3 step=4900] current_train_nll=4.5118 best_held_out_nll=2.5041 accept_rate=0.05 valid_proposal_rate=1.00
[hurricane seed=3 step=4925] current_train_nll=4.5118 best_held_out_nll=2.5041 accept_rate=0.05 valid_proposal_rate=1.00
[hurricane seed=3 step=4950] current_train_nll=7.0306 best_held_out_nll=2.5041 accept_rate=0.05 valid_proposal_rate=1.00
[hurricane seed=3 step=4975] current_train_nll=10.7467 best_held_out_nll=2.5041 accept_rate=0.05 valid_proposal_rate=1.00
[hurricane seed=3 step=5000] current_train_nll=9.0161 best_held_out_nll=2.5041 accept_rate=0.05 valid_proposal_rate=1.00
[hurricane seed=3 step=5025] current_train_nll=9.4019 best_held_out_nll=2.5041 accept_rate=0.05 valid_proposal_rate=1.00
[hurricane seed=3 step=5050] current_train_nll=7.0950 best_held_out_nll=2.5041 accept_rate=0.05 valid_proposal_rate=1.00
[hurricane seed=3 step=5075] current_train_nll=7.1340 best_held_out_nll=2.5041 accept_rate=0.05 valid_proposal_rate=1.00
[hurricane seed=3 step=5100] current_train_nll=8.7501 best_held_out_nll=2.5041 accept_rate=0.05 valid_proposal_rate=1.00
[hurricane seed=3 step=5125] current_train_nll=7.7514 best_held_out_nll=2.5041 accept_rate=0.05 valid_proposal_rate=1.00
[hurricane seed=3 step=5150] current_train_nll=8.5564 best_held_out_nll=2.5041 accept_rate=0.05 valid_proposal_rate=1.00
[hurricane seed=3 step=5175] current_train_nll=8.8075 best_held_out_nll=2.5041 accept_rate=0.05 valid_proposal_rate=1.00
[hurricane seed=3 step=5200] current_train_nll=8.6116 best_held_out_nll=2.5041 accept_rate=0.05 valid_proposal_rate=1.00
[hurricane seed=3 step=5225] current_train_nll=5.3738 best_held_out_nll=2.5041 accept_rate=0.05 valid_proposal_rate=1.00
[hurricane seed=3 step=5250] current_train_nll=5.3738 best_held_out_nll=2.5041 accept_rate=0.05 valid_proposal_rate=1.00
[hurricane seed=3 step=5275] current_train_nll=3.4836 best_held_out_nll=2.5041 accept_rate=0.05 valid_proposal_rate=1.00
[hurricane seed=3 step=5300] current_train_nll=3.4836 best_held_out_nll=2.5041 accept_rate=0.05 valid_proposal_rate=1.00
[hurricane seed=3 step=5325] current_train_nll=4.5836 best_held_out_nll=2.5041 accept_rate=0.05 valid_proposal_rate=1.00
