=== program=eyecolor seed=5 (grammar-mcmc) ===
[eyecolor seed=5 step=0] current_train_nll=113.9026 best_held_out_nll=114.2451 accept_rate=1.00 valid_proposal_rate=1.00
[eyecolor seed=5 step=600] current_train_nll=13.2538 best_held_out_nll=7.7428 accept_rate=0.08 valid_proposal_rate=1.00
[eyecolor seed=5 step=625] current_train_nll=12.3597 best_held_out_nll=7.7428 accept_rate=0.08 valid_proposal_rate=1.00
[eyecolor seed=5 step=650] current_train_nll=10.2961 best_held_out_nll=7.7428 accept_rate=0.08 valid_proposal_rate=1.00
[eyecolor seed=5 step=675] current_train_nll=12.3215 best_held_out_nll=7.7428 accept_rate=0.08 valid_proposal_rate=1.00
[eyecolor seed=5 step=700] current_train_nll=12.9496 best_held_out_nll=7.7428 accept_rate=0.08 valid_proposal_rate=1.00
[eyecolor seed=5 step=725] current_train_nll=10.2637 best_held_out_nll=7.7428 accept_rate=0.08 valid_proposal_rate=1.00
[eyecolor seed=5 step=750] current_train_nll=9.5512 best_held_out_nll=7.7428 accept_rate=0.08 valid_proposal_rate=1.00
[eyecolor seed=5 step=775] current_train_nll=9.0643 best_held_out_nll=7.7428 accept_rate=0.08 valid_proposal_rate=1.00
[eyecolor seed=5 step=800] current_train_nll=10.8307 best_held_out_nll=7.7428 accept_rate=0.08 valid_proposal_rate=1.00
[eyecolor seed=5 step=825] current_train_nll=10.8307 best_held_out_nll=7.7428 accept_rate=0.07 valid_proposal_rate=1.00
[eyecolor seed=5 step=850] current_train_nll=10.5365 best_held_out_nll=7.7428 accept_rate=0.07 valid_proposal_rate=1.00
[eyecolor seed=5 step=875] current_train_nll=10.2125 best_held_out_nll=7.7428 accept_rate=0.07 valid_proposal_rate=1.00
[eyecolor seed=5 step=900] current_train_nll=10.2125 best_held_out_nll=7.7428 accept_rate=0.07 valid_proposal_rate=1.00
[eyecolor seed=5 step=925] current_train_nll=10.2125 best_held_out_nll=7.7428 accept_rate=0.07 valid_proposal_rate=1.00
[eyecolor seed=5 step=950] current_train_nll=12.7720 best_held_out_nll=7.7428 accept_rate=0.07 valid_proposal_rate=1.00
[eyecolor seed=5 step=975] current_train_nll=14.0786 best_held_out_nll=7.7428 accept_rate=0.07 valid_proposal_rate=1.00
[eyecolor seed=5 step=1000] current_train_nll=10.4037 best_held_out_nll=7.7428 accept_rate=0.07 valid_proposal_rate=1.00
[eyecolor seed=5 step=1025] current_train_nll=10.3195 best_held_out_nll=7.7428 accept_rate=0.07 valid_proposal_rate=1.00
[eyecolor seed=5 step=1050] current_train_nll=10.3195 best_held_out_nll=7.7428 accept_rate=0.07 valid_proposal_rate=1.00
[eyecolor seed=5 step=1075] current_train_nll=10.9297 best_held_out_nll=7.7428 accept_rate=0.07 valid_proposal_rate=1.00
[eyecolor seed=5 step=1100] current_train_nll=12.2089 best_held_out_nll=7.7428 accept_rate=0.07 valid_proposal_rate=1.00
[eyecolor seed=5 step=1125] current_train_nll=11.1321 best_held_out_nll=7.7428 accept_rate=0.07 valid_proposal_rate=1.00
[eyecolor seed=5 step=1150] current_train_nll=12.0638 best_held_out_nll=7.7428 accept_rate=0.07 valid_proposal_rate=1.00
[eyecolor seed=5 step=1175] current_train_nll=12.5181 best_held_out_nll=7.7428 accept_rate=0.08 valid_proposal_rate=1.00
[eyecolor seed=5 step=1200] current_train_nll=11.9666 best_held_out_nll=7.7428 accept_rate=0.08 valid_proposal_rate=1.00
[eyecolor seed=5 step=1225] current_train_nll=11.9403 best_held_out_nll=7.7428 accept_rate=0.08 valid_proposal_rate=1.00
[eyecolor seed=5 step=1250] current_train_nll=9.0841 best_held_out_nll=7.7428 accept_rate=0.08 valid_proposal_rate=1.00
[eyecolor seed=5 step=1275] current_train_nll=9.0315 best_held_out_nll=7.7428 accept_rate=0.08 valid_proposal_rate=1.00
[eyecolor seed=5 step=1300] current_train_nll=9.2419 best_held_out_nll=7.7428 accept_rate=0.08 valid_proposal_rate=1.00
[eyecolor seed=5 step=1325] current_train_nll=9.2419 best_held_out_nll=7.7428 accept_rate=0.08 valid_proposal_rate=1.00
[eyecolor seed=5 step=1350] current_train_nll=10.3373 best_held_out_nll=7.7428 accept_rate=0.08 valid_proposal_rate=1.00
[eyecolor seed=5 step=1375] current_train_nll=10.3373 best_held_out_nll=7.7428 accept_rate=0.07 valid_proposal_rate=1.00
[eyecolor seed=5 step=1400] current_train_nll=9.7652 best_held_out_nll=7.7428 accept_rate=0.07 valid_proposal_rate=1.00
[eyecolor seed=5 step=1425] current_train_nll=10.1896 best_held_out_nll=7.7428 accept_rate=0.07 valid_proposal_rate=1.00
[eyecolor seed=5 step=1450] current_train_nll=9.9294 best_held_out_nll=7.7428 accept_rate=0.07 valid_proposal_rate=1.00
[eyecolor seed=5 step=1475] current_train_nll=9.9294 best_held_out_nll=7.7428 accept_rate=0.07 valid_proposal_rate=1.00
[eyecolor seed=5 step=1500] current_train_nll=9.9294 best_held_out_nll=7.7428 accept_rate=0.07 valid_proposal_rate=1.00
[eyecolor seed=5 step=1525] current_train_nll=8.7370 best_held_out_nll=7.7428 accept_rate=0.07 valid_proposal_rate=1.00
[eyecolor seed=5 step=1550] current_train_nll=10.5696 best_held_out_nll=7.7428 accept_rate=0.07 valid_proposal_rate=1.00
[eyecolor seed=5 step=1575] current_train_nll=10.4797 best_held_out_nll=7.7428 accept_rate=0.07 valid_proposal_rate=1.00
[eyecolor seed=5 step=1600] current_train_nll=12.2077 best_held_out_nll=7.7428 accept_rate=0.07 valid_proposal_rate=1.00
[eyecolor seed=5 step=1625] current_train_nll=11.2221 best_held_out_nll=7.7428 accept_rate=0.07 valid_proposal_rate=1.00
[eyecolor seed=5 step=1650] current_train_nll=10.4760 best_held_out_nll=7.7428 accept_rate=0.07 valid_proposal_rate=1.00
[eyecolor seed=5 step=1675] current_train_nll=10.6315 best_held_out_nll=7.7428 accept_rate=0.07 valid_proposal_rate=1.00
[eyecolor seed=5 step=1700] current_train_nll=16.9404 best_held_out_nll=7.7428 accept_rate=0.07 valid_proposal_rate=1.00
[eyecolor seed=5 step=1725] current_train_nll=14.5796 best_held_out_nll=7.7428 accept_rate=0.07 valid_proposal_rate=1.00
[eyecolor seed=5 step=1750] current_train_nll=11.7264 best_held_out_nll=7.7428 accept_rate=0.07 valid_proposal_rate=1.00
[eyecolor seed=5 step=1775] current_train_nll=8.8842 best_held_out_nll=7.7428 accept_rate=0.07 valid_proposal_rate=1.00
[eyecolor seed=5 step=1800] current_train_nll=8.2643 best_held_out_nll=7.7428 accept_rate=0.07 valid_proposal_rate=1.00
[eyecolor seed=5 step=1825] current_train_nll=8.0850 best_held_out_nll=7.7428 accept_rate=0.07 valid_proposal_rate=1.00
[eyecolor seed=5 step=1850] current_train_nll=8.0850 best_held_out_nll=7.7428 accept_rate=0.07 valid_proposal_rate=1.00
[eyecolor seed=5 step=1875] current_train_nll=8.0850 best_held_out_nll=7.7428 accept_rate=0.07 valid_proposal_rate=1.00
[eyecolor seed=5 step=1900] current_train_nll=7.9842 best_held_out_nll=7.7428 accept_rate=0.07 valid_proposal_rate=1.00
[eyecolor seed=5 step=1925] current_train_nll=7.9842 best_held_out_nll=7.7428 accept_rate=0.07 valid_proposal_rate=1.00
[eyecolor seed=5 step=1950] current_train_nll=7.1939 best_held_out_nll=7.2486 accept_rate=0.07 valid_proposal_rate=1.00
[eyecolor seed=5 step=1975] current_train_nll=7.8691 best_held_out_nll=7.2486 accept_rate=0.07 valid_proposal_rate=1.00
[eyecolor seed=5 step=2000] current_train_nll=7.8691 best_held_out_nll=7.2486 accept_rate=0.07 valid_proposal_rate=1.00
[eyecolor seed=5 step=2025] current_train_nll=15.2017 best_held_out_nll=7.2486 accept_rate=0.07 valid_proposal_rate=1.00
[eyecolor seed=5 step=2050] current_train_nll=10.9150 best_held_out_nll=7.2486 accept_rate=0.07 valid_proposal_rate=1.00
[eyecolor seed=5 step=2075] current_train_nll=13.2602 best_held_out_nll=7.2486 accept_rate=0.07 valid_proposal_rate=1.00
[eyecolor seed=5 step=2100] current_train_nll=12.8478 best_held_out_nll=7.2486 accept_rate=0.07 valid_proposal_rate=1.00
[eyecolor seed=5 step=2125] current_train_nll=10.1213 best_held_out_nll=7.2486 accept_rate=0.07 valid_proposal_rate=1.00
[eyecolor seed=5 step=2150] current_train_nll=10.1274 best_held_out_nll=7.2486 accept_rate=0.07 valid_proposal_rate=1.00
[eyecolor seed=5 step=2175] current_train_nll=7.4503 best_held_out_nll=7.2486 accept_rate=0.07 valid_proposal_rate=1.00
[eyecolor seed=5 step=2200] current_train_nll=7.4503 best_held_out_nll=7.2486 accept_rate=0.07 valid_proposal_rate=1.00
[eyecolor seed=5 step=2225] current_train_nll=7.4503 best_held_out_nll=7.2486 accept_rate=0.07 valid_proposal_rate=1.00
[eyecolor seed=5 step=2250] current_train_nll=7.4503 best_held_out_nll=7.2486 accept_rate=0.07 valid_proposal_rate=1.00
[eyecolor seed=5 step=2275] current_train_nll=7.7010 best_held_out_nll=7.2486 accept_rate=0.07 valid_proposal_rate=1.00
[eyecolor seed=5 step=2300] current_train_nll=8.4007 best_held_out_nll=7.2486 accept_rate=0.07 valid_proposal_rate=1.00
[eyecolor seed=5 step=2325] current_train_nll=8.0485 best_held_out_nll=7.2486 accept_rate=0.07 valid_proposal_rate=1.00
[eyecolor seed=5 step=2350] current_train_nll=10.5206 best_held_out_nll=7.2486 accept_rate=0.07 valid_proposal_rate=1.00
[eyecolor seed=5 step=2375] current_train_nll=11.6757 best_held_out_nll=7.2486 accept_rate=0.07 valid_proposal_rate=1.00
[eyecolor seed=5 step=2400] current_train_nll=8.2281 best_held_out_nll=7.2486 accept_rate=0.07 valid_proposal_rate=1.00
[eyecolor seed=5 step=2425] current_train_nll=8.2281 best_held_out_nll=7.2486 accept_rate=0.07 valid_proposal_rate=1.00
[eyecolor seed=5 step=2450] current_train_nll=11.0649 best_held_out_nll=7.2486 accept_rate=0.07 valid_proposal_rate=1.00
[eyecolor seed=5 step=2475] current_train_nll=11.0649 best_held_out_nll=7.2486 accept_rate=0.07 valid_proposal_rate=1.00
[eyecolor seed=5 step=2500] current_train_nll=11.0649 best_held_out_nll=7.2486 accept_rate=0.06 valid_proposal_rate=1.00
[eyecolor seed=5 step=2525] current_train_nll=10.5132 best_held_out_nll=7.2486 accept_rate=0.06 valid_proposal_rate=1.00
[eyecolor seed=5 step=2550] current_train_nll=9.4345 best_held_out_nll=7.2486 accept_rate=0.06 valid_proposal_rate=1.00
[eyecolor seed=5 step=2575] current_train_nll=8.4137 best_held_out_nll=7.2486 accept_rate=0.07 valid_proposal_rate=1.00
[eyecolor seed=5 step=2600] current_train_nll=9.6691 best_held_out_nll=7.2486 accept_rate=0.07 valid_proposal_rate=1.00
[eyecolor seed=5 step=2625] current_train_nll=10.5001 best_held_out_nll=7.2486 accept_rate=0.07 valid_proposal_rate=1.00
[eyecolor seed=5 step=2650] current_train_nll=14.5905 best_held_out_nll=7.2486 accept_rate=0.07 valid_proposal_rate=1.00
[eyecolor seed=5 step=2675] current_train_nll=10.8438 best_held_out_nll=7.2486 accept_rate=0.07 valid_proposal_rate=1.00
[eyecolor seed=5 step=2700] current_train_nll=10.9290 best_held_out_nll=7.2486 accept_rate=0.07 valid_proposal_rate=1.00
[eyecolor seed=5 step=2725] current_train_nll=10.9290 best_held_out_nll=7.2486 accept_rate=0.07 valid_proposal_rate=1.00
[eyecolor seed=5 step=2750] current_train_nll=9.9974 best_held_out_nll=7.2486 accept_rate=0.07 valid_proposal_rate=1.00
[eyecolor seed=5 step=2775] current_train_nll=10.0900 best_held_out_nll=7.2486 accept_rate=0.07 valid_proposal_rate=1.00
[eyecolor seed=5 step=2800] current_train_nll=10.0900 best_held_out_nll=7.2486 accept_rate=0.07 valid_proposal_rate=1.00
[eyecolor seed=5 step=2825] current_train_nll=10.0900 best_held_out_nll=7.2486 accept_rate=0.07 valid_proposal_rate=1.00
[eyecolor seed=5 step=2850] current_train_nll=9.5996 best_held_out_nll=7.2486 accept_rate=0.07 valid_proposal_rate=1.00
[eyecolor seed=5 step=2875] current_train_nll=9.5996 best_held_out_nll=7.2486 accept_rate=0.07 valid_proposal_rate=1.00
[eyecolor seed=5 step=2900] current_train_nll=9.5996 best_held_out_nll=7.2486 accept_rate=0.06 valid_proposal_rate=1.00
[eyecolor seed=5 step=2925] current_train_nll=8.1612 best_held_out_nll=7.2486 accept_rate=0.06 valid_proposal_rate=1.00
[eyecolor seed=5 step=2950] current_train_nll=8.1612 best_held_out_nll=7.2486 accept_rate=0.06 valid_proposal_rate=1.00
[eyecolor seed=5 step=2975] current_train_nll=8.1612 best_held_out_nll=7.2486 accept_rate=0.06 valid_proposal_rate=1.00
[eyecolor seed=5 step=3000] current_train_nll=6.3908 best_held_out_nll=6.3678 accept_rate=0.06 valid_proposal_rate=1.00
[eyecolor seed=5 step=3025] current_train_nll=7.1929 best_held_out_nll=6.3678 accept_rate=0.06 valid_proposal_rate=1.00
[eyecolor seed=5 step=3050] current_train_nll=7.9278 best_held_out_nll=6.3678 accept_rate=0.06 valid_proposal_rate=1.00
[eyecolor seed=5 step=3075] current_train_nll=7.5054 best_held_out_nll=6.3678 accept_rate=0.06 valid_proposal_rate=1.00
[eyecolor seed=5 step=3100] current_train_nll=7.5054 best_held_out_nll=6.3678 accept_rate=0.06 valid_proposal_rate=1.00
[eyecolor seed=5 step=3125] current_train_nll=9.2266 best_held_out_nll=6.3678 accept_rate=0.06 valid_proposal_rate=1.00
[eyecolor seed=5 step=3150] current_train_nll=10.7770 best_held_out_nll=6.3678 accept_rate=0.06 valid_proposal_rate=1.00
[eyecolor seed=5 step=3175] current_train_nll=11.0655 best_held_out_nll=6.3678 accept_rate=0.06 valid_proposal_rate=1.00
[eyecolor seed=5 step=3200] current_train_nll=12.9726 best_held_out_nll=6.3678 accept_rate=0.06 valid_proposal_rate=1.00
[eyecolor seed=5 step=3225] current_train_nll=14.3987 best_held_out_nll=6.3678 accept_rate=0.06 valid_proposal_rate=1.00
[eyecolor seed=5 step=3250] current_train_nll=9.3756 best_held_out_nll=6.3678 accept_rate=0.06 valid_proposal_rate=1.00
[eyecolor seed=5 step=3275] current_train_nll=8.8714 best_held_out_nll=6.3678 accept_rate=0.06 valid_proposal_rate=1.00
[eyecolor seed=5 step=3300] current_train_nll=8.8714 best_held_out_nll=6.3678 accept_rate=0.06 valid_proposal_rate=1.00
[eyecolor seed=5 step=3325] current_train_nll=8.8714 best_held_out_nll=6.3678 accept_rate=0.06 valid_proposal_rate=1.00
[eyecolor seed=5 step=3350] current_train_nll=8.8561 best_held_out_nll=6.3678 accept_rate=0.06 valid_proposal_rate=1.00
[eyecolor seed=5 step=3375] current_train_nll=8.8561 best_held_out_nll=6.3678 accept_rate=0.06 valid_proposal_rate=1.00
[eyecolor seed=5 step=3400] current_train_nll=8.8561 best_held_out_nll=6.3678 accept_rate=0.06 valid_proposal_rate=1.00
[eyecolor seed=5 step=3425] current_train_nll=8.5599 best_held_out_nll=6.3678 accept_rate=0.06 valid_proposal_rate=1.00
[eyecolor seed=5 step=3450] current_train_nll=6.2587 best_held_out_nll=6.1593 accept_rate=0.06 valid_proposal_rate=1.00
[eyecolor seed=5 step=3475] current_train_nll=6.2587 best_held_out_nll=6.1593 accept_rate=0.06 valid_proposal_rate=1.00
[eyecolor seed=5 step=3500] current_train_nll=6.6039 best_held_out_nll=6.1593 accept_rate=0.06 valid_proposal_rate=1.00
[eyecolor seed=5 step=3525] current_train_nll=6.6039 best_held_out_nll=6.1593 accept_rate=0.06 valid_proposal_rate=1.00
[eyecolor seed=5 step=3550] current_train_nll=7.2742 best_held_out_nll=6.1593 accept_rate=0.06 valid_proposal_rate=1.00
[eyecolor seed=5 step=3575] current_train_nll=7.5440 best_held_out_nll=6.1593 accept_rate=0.06 valid_proposal_rate=1.00
[eyecolor seed=5 step=3600] current_train_nll=7.5440 best_held_out_nll=6.1593 accept_rate=0.06 valid_proposal_rate=1.00
[eyecolor seed=5 step=3625] current_train_nll=6.7247 best_held_out_nll=6.1593 accept_rate=0.06 valid_proposal_rate=1.00
[eyecolor seed=5 step=3650] current_train_nll=6.9918 best_held_out_nll=5.7283 accept_rate=0.06 valid_proposal_rate=1.00
[eyecolor seed=5 step=3675] current_train_nll=6.9918 best_held_out_nll=5.7283 accept_rate=0.06 valid_proposal_rate=1.00
[eyecolor seed=5 step=3700] current_train_nll=8.1627 best_held_out_nll=5.7283 accept_rate=0.06 valid_proposal_rate=1.00
[eyecolor seed=5 step=3725] current_train_nll=7.6686 best_held_out_nll=5.7283 accept_rate=0.06 valid_proposal_rate=1.00
[eyecolor seed=5 step=3750] current_train_nll=7.6686 best_held_out_nll=5.7283 accept_rate=0.06 valid_proposal_rate=1.00
[eyecolor seed=5 step=3775] current_train_nll=7.6686 best_held_out_nll=5.7283 accept_rate=0.06 valid_proposal_rate=1.00
[eyecolor seed=5 step=3800] current_train_nll=7.6686 best_held_out_nll=5.7283 accept_rate=0.06 valid_proposal_rate=1.00
[eyecolor seed=5 step=3825] current_train_nll=7.6686 best_held_out_nll=5.7283 accept_rate=0.06 valid_proposal_rate=1.00
[eyecolor seed=5 step=3850] current_train_nll=6.4063 best_held_out_nll=5.7283 accept_rate=0.06 valid_proposal_rate=1.00
[eyecolor seed=5 step=3875] current_train_nll=6.4063 best_held_out_nll=5.7283 accept_rate=0.06 valid_proposal_rate=1.00
[eyecolor seed=5 step=3900] current_train_nll=7.4877 best_held_out_nll=5.7283 accept_rate=0.06 valid_proposal_rate=1.00
[eyecolor seed=5 step=3925] current_train_nll=6.9410 best_held_out_nll=5.7283 accept_rate=0.06 valid_proposal_rate=1.00
[eyecolor seed=5 step=3950] current_train_nll=6.9410 best_held_out_nll=5.7283 accept_rate=0.06 valid_proposal_rate=1.00
[eyecolor seed=5 step=3975] current_train_nll=6.9410 best_held_out_nll=5.7283 accept_rate=0.06 valid_proposal_rate=1.00
[eyecolor seed=5 step=4000] current_train_nll=7.2250 best_held_out_nll=5.7283 accept_rate=0.06 valid_proposal_rate=1.00
[eyecolor seed=5 step=4025] current_train_nll=8.5734 best_held_out_nll=5.7283 accept_rate=0.06 valid_proposal_rate=1.00
[eyecolor seed=5 step=4050] current_train_nll=7.7559 best_held_out_nll=5.7283 accept_rate=0.06 valid_proposal_rate=1.00
[eyecolor seed=5 step=4075] current_train_nll=7.7209 best_held_out_nll=5.7283 accept_rate=0.06 valid_proposal_rate=1.00
[eyecolor seed=5 step=4100] current_train_nll=8.8652 best_held_out_nll=5.7283 accept_rate=0.06 valid_proposal_rate=1.00
[eyecolor seed=5 step=4125] current_train_nll=10.9426 best_held_out_nll=5.7283 accept_rate=0.06 valid_proposal_rate=1.00
[eyecolor seed=5 step=4150] current_train_nll=10.9426 best_held_out_nll=5.7283 accept_rate=0.06 valid_proposal_rate=1.00
[eyecolor seed=5 step=4175] current_train_nll=11.3982 best_held_out_nll=5.7283 accept_rate=0.06 valid_proposal_rate=1.00
[eyecolor seed=5 step=4200] current_train_nll=14.1263 best_held_out_nll=5.7283 accept_rate=0.06 valid_proposal_rate=1.00
[eyecolor seed=5 step=4225] current_train_nll=10.5060 best_held_out_nll=5.7283 accept_rate=0.06 valid_proposal_rate=1.00
[eyecolor seed=5 step=4250] current_train_nll=10.6479 best_held_out_nll=5.7283 accept_rate=0.06 valid_proposal_rate=1.00
[eyecolor seed=5 step=4275] current_train_nll=10.8527 best_held_out_nll=5.7283 accept_rate=0.06 valid_proposal_rate=1.00
[eyecolor seed=5 step=4300] current_train_nll=11.0205 best_held_out_nll=5.7283 accept_rate=0.06 valid_proposal_rate=1.00
[eyecolor seed=5 step=4325] current_train_nll=11.0205 best_held_out_nll=5.7283 accept_rate=0.06 valid_proposal_rate=1.00
[eyecolor seed=5 step=4350] current_train_nll=10.7939 best_held_out_nll=5.7283 accept_rate=0.06 valid_proposal_rate=1.00
[eyecolor seed=5 step=4375] current_train_nll=16.0458 best_held_out_nll=5.7283 accept_rate=0.06 valid_proposal_rate=1.00
[eyecolor seed=5 step=4400] current_train_nll=13.7390 best_held_out_nll=5.7283 accept_rate=0.06 valid_proposal_rate=1.00
[eyecolor seed=5 step=4425] current_train_nll=12.8021 best_held_out_nll=5.7283 accept_rate=0.06 valid_proposal_rate=1.00
[eyecolor seed=5 step=4450] current_train_nll=15.1445 best_held_out_nll=5.7283 accept_rate=0.06 valid_proposal_rate=1.00
[eyecolor seed=5 step=4475] current_train_nll=12.0571 best_held_out_nll=5.7283 accept_rate=0.06 valid_proposal_rate=1.00
[eyecolor seed=5 step=4500] current_train_nll=11.3429 best_held_out_nll=5.7283 accept_rate=0.06 valid_proposal_rate=1.00
[eyecolor seed=5 step=4525] current_train_nll=10.0802 best_held_out_nll=5.7283 accept_rate=0.06 valid_proposal_rate=1.00
[eyecolor seed=5 step=4550] current_train_nll=10.0802 best_held_out_nll=5.7283 accept_rate=0.06 valid_proposal_rate=1.00
[eyecolor seed=5 step=4575] current_train_nll=10.3745 best_held_out_nll=5.7283 accept_rate=0.06 valid_proposal_rate=1.00
[eyecolor seed=5 step=4600] current_train_nll=10.3745 best_held_out_nll=5.7283 accept_rate=0.06 valid_proposal_rate=1.00
[eyecolor seed=5 step=4625] current_train_nll=10.1855 best_held_out_nll=5.7283 accept_rate=0.06 valid_proposal_rate=1.00
[eyecolor seed=5 step=4650] current_train_nll=10.3859 best_held_out_nll=5.7283 accept_rate=0.06 valid_proposal_rate=1.00
[eyecolor seed=5 step=4675] current_train_nll=9.2346 best_held_out_nll=5.7283 accept_rate=0.06 valid_proposal_rate=1.00
[eyecolor seed=5 step=4700] current_train_nll=9.2346 best_held_out_nll=5.7283 accept_rate=0.06 valid_proposal_rate=1.00
[eyecolor seed=5 step=4725] current_train_nll=10.4623 best_held_out_nll=5.7283 accept_rate=0.06 valid_proposal_rate=1.00
[eyecolor seed=5 step=4750] current_train_nll=13.1639 best_held_out_nll=5.7283 accept_rate=0.06 valid_proposal_rate=1.00
[eyecolor seed=5 step=4775] current_train_nll=13.2155 best_held_out_nll=5.7283 accept_rate=0.06 valid_proposal_rate=1.00
[eyecolor seed=5 step=4800] current_train_nll=15.1684 best_held_out_nll=5.7283 accept_rate=0.06 valid_proposal_rate=1.00
[eyecolor seed=5 step=4825] current_train_nll=17.5114 best_held_out_nll=5.7283 accept_rate=0.06 valid_proposal_rate=1.00
[eyecolor seed=5 step=4850] current_train_nll=13.4539 best_held_out_nll=5.7283 accept_rate=0.06 valid_proposal_rate=1.00
[eyecolor seed=5 step=4875] current_train_nll=11.2849 best_held_out_nll=5.7283 accept_rate=0.06 valid_proposal_rate=1.00
[eyecolor seed=5 step=4900] current_train_nll=10.5021 best_held_out_nll=5.7283 accept_rate=0.06 valid_proposal_rate=1.00
[eyecolor seed=5 step=4925] current_train_nll=11.4923 best_held_out_nll=5.7283 accept_rate=0.06 valid_proposal_rate=1.00
[eyecolor seed=5 step=4950] current_train_nll=11.1002 best_held_out_nll=5.7283 accept_rate=0.06 valid_proposal_rate=1.00
[eyecolor seed=5 step=4975] current_train_nll=11.4484 best_held_out_nll=5.7283 accept_rate=0.06 valid_proposal_rate=1.00
[eyecolor seed=5 step=5000] current_train_nll=11.4484 best_held_out_nll=5.7283 accept_rate=0.06 valid_proposal_rate=1.00
[eyecolor seed=5 step=5025] current_train_nll=11.6368 best_held_out_nll=5.7283 accept_rate=0.06 valid_proposal_rate=1.00
[eyecolor seed=5 step=5050] current_train_nll=11.2399 best_held_out_nll=5.7283 accept_rate=0.06 valid_proposal_rate=1.00
[eyecolor seed=5 step=5075] current_train_nll=9.7982 best_held_out_nll=5.7283 accept_rate=0.06 valid_proposal_rate=1.00
[eyecolor seed=5 step=5100] current_train_nll=9.7982 best_held_out_nll=5.7283 accept_rate=0.06 valid_proposal_rate=1.00
[eyecolor seed=5 step=5125] current_train_nll=10.0572 best_held_out_nll=5.7283 accept_rate=0.06 valid_proposal_rate=1.00
[eyecolor seed=5 step=5150] current_train_nll=10.7330 best_held_out_nll=5.7283 accept_rate=0.06 valid_proposal_rate=1.00
[eyecolor seed=5 step=5175] current_train_nll=11.3777 best_held_out_nll=5.7283 accept_rate=0.06 valid_proposal_rate=1.00
[eyecolor seed=5 step=5200] current_train_nll=14.2139 best_held_out_nll=5.7283 accept_rate=0.06 valid_proposal_rate=1.00
[eyecolor seed=5 step=5225] current_train_nll=11.4194 best_held_out_nll=5.7283 accept_rate=0.06 valid_proposal_rate=1.00
