=== program=mog1 seed=1 (grammar-mcmc) ===
[mog1 seed=1 step=0] current_train_nll=151.4691 best_held_out_nll=152.2817 accept_rate=0.00 valid_proposal_rate=1.00
[mog1 seed=1 step=675] current_train_nll=10.1908 best_held_out_nll=8.3505 accept_rate=0.05 valid_proposal_rate=1.00
[mog1 seed=1 step=700] current_train_nll=10.6969 best_held_out_nll=8.3505 accept_rate=0.05 valid_proposal_rate=1.00
[mog1 seed=1 step=725] current_train_nll=10.3223 best_held_out_nll=8.3505 accept_rate=0.05 valid_proposal_rate=1.00
[mog1 seed=1 step=750] current_train_nll=10.3223 best_held_out_nll=8.3505 accept_rate=0.05 valid_proposal_rate=1.00
[mog1 seed=1 step=775] current_train_nll=9.6813 best_held_out_nll=8.3505 accept_rate=0.05 valid_proposal_rate=1.00
[mog1 seed=1 step=800] current_train_nll=9.6813 best_held_out_nll=8.3505 accept_rate=0.04 valid_proposal_rate=1.00
[mog1 seed=1 step=825] current_train_nll=9.6813 best_held_out_nll=8.3505 accept_rate=0.04 valid_proposal_rate=1.00
[mog1 seed=1 step=850] current_train_nll=9.7544 best_held_out_nll=8.3505 accept_rate=0.04 valid_proposal_rate=1.00
[mog1 seed=1 step=875] current_train_nll=9.9418 best_held_out_nll=8.3505 accept_rate=0.05 valid_proposal_rate=1.00
[mog1 seed=1 step=900] current_train_nll=9.9418 best_held_out_nll=8.3505 accept_rate=0.04 valid_proposal_rate=1.00
[mog1 seed=1 step=925] current_train_nll=9.9418 best_held_out_nll=8.3505 accept_rate=0.04 valid_proposal_rate=1.00
[mog1 seed=1 step=950] current_train_nll=9.9418 best_held_out_nll=8.3505 accept_rate=0.04 valid_proposal_rate=1.00
[mog1 seed=1 step=975] current_train_nll=10.8043 best_held_out_nll=8.3505 accept_rate=0.04 valid_proposal_rate=1.00
[mog1 seed=1 step=1000] current_train_nll=9.1951 best_held_out_nll=8.3505 accept_rate=0.04 valid_proposal_rate=1.00
[mog1 seed=1 step=1025] current_train_nll=9.4742 best_held_out_nll=8.3505 accept_rate=0.04 valid_proposal_rate=1.00
[mog1 seed=1 step=1050] current_train_nll=9.7322 best_held_out_nll=8.3505 accept_rate=0.04 valid_proposal_rate=1.00
[mog1 seed=1 step=1075] current_train_nll=13.1041 best_held_out_nll=8.3505 accept_rate=0.05 valid_proposal_rate=1.00
[mog1 seed=1 step=1100] current_train_nll=12.0557 best_held_out_nll=8.3505 accept_rate=0.05 valid_proposal_rate=1.00
[mog1 seed=1 step=1125] current_train_nll=10.4714 best_held_out_nll=8.3505 accept_rate=0.05 valid_proposal_rate=1.00
[mog1 seed=1 step=1150] current_train_nll=11.2865 best_held_out_nll=8.3505 accept_rate=0.05 valid_proposal_rate=1.00
[mog1 seed=1 step=1175] current_train_nll=11.4233 best_held_out_nll=8.3505 accept_rate=0.05 valid_proposal_rate=1.00
[mog1 seed=1 step=1200] current_train_nll=12.5674 best_held_out_nll=8.3505 accept_rate=0.05 valid_proposal_rate=1.00
[mog1 seed=1 step=1225] current_train_nll=10.8609 best_held_out_nll=8.3505 accept_rate=0.05 valid_proposal_rate=1.00
[mog1 seed=1 step=1250] current_train_nll=11.5985 best_held_out_nll=8.3505 accept_rate=0.05 valid_proposal_rate=1.00
[mog1 seed=1 step=1275] current_train_nll=9.7392 best_held_out_nll=8.3505 accept_rate=0.05 valid_proposal_rate=1.00
[mog1 seed=1 step=1300] current_train_nll=9.9694 best_held_out_nll=8.3505 accept_rate=0.05 valid_proposal_rate=1.00
[mog1 seed=1 step=1325] current_train_nll=9.9694 best_held_out_nll=8.3505 accept_rate=0.05 valid_proposal_rate=1.00
[mog1 seed=1 step=1350] current_train_nll=9.5823 best_held_out_nll=8.3505 accept_rate=0.05 valid_proposal_rate=1.00
[mog1 seed=1 step=1375] current_train_nll=9.7544 best_held_out_nll=8.3505 accept_rate=0.05 valid_proposal_rate=1.00
[mog1 seed=1 step=1400] current_train_nll=9.7544 best_held_out_nll=8.3505 accept_rate=0.05 valid_proposal_rate=1.00
[mog1 seed=1 step=1425] current_train_nll=9.7544 best_held_out_nll=8.3505 accept_rate=0.05 valid_proposal_rate=1.00
[mog1 seed=1 step=1450] current_train_nll=9.7544 best_held_out_nll=8.3505 accept_rate=0.05 valid_proposal_rate=1.00
[mog1 seed=1 step=1475] current_train_nll=9.9562 best_held_out_nll=8.3505 accept_rate=0.05 valid_proposal_rate=1.00
[mog1 seed=1 step=1500] current_train_nll=11.2729 best_held_out_nll=8.3505 accept_rate=0.05 valid_proposal_rate=1.00
[mog1 seed=1 step=1525] current_train_nll=13.4207 best_held_out_nll=8.3505 accept_rate=0.05 valid_proposal_rate=1.00
[mog1 seed=1 step=1550] current_train_nll=12.8923 best_held_out_nll=8.3505 accept_rate=0.05 valid_proposal_rate=1.00
[mog1 seed=1 step=1575] current_train_nll=12.8923 best_held_out_nll=8.3505 accept_rate=0.05 valid_proposal_rate=1.00
[mog1 seed=1 step=1600] current_train_nll=12.6745 best_held_out_nll=8.3505 accept_rate=0.05 valid_proposal_rate=1.00
[mog1 seed=1 step=1625] current_train_nll=10.3574 best_held_out_nll=8.3505 accept_rate=0.05 valid_proposal_rate=1.00
[mog1 seed=1 step=1650] current_train_nll=9.8102 best_held_out_nll=8.3505 accept_rate=0.05 valid_proposal_rate=1.00
[mog1 seed=1 step=1675] current_train_nll=10.0001 best_held_out_nll=8.3505 accept_rate=0.05 valid_proposal_rate=1.00
[mog1 seed=1 step=1700] current_train_nll=10.0001 best_held_out_nll=8.3505 accept_rate=0.05 valid_proposal_rate=1.00
[mog1 seed=1 step=1725] current_train_nll=10.0001 best_held_out_nll=8.3505 accept_rate=0.05 valid_proposal_rate=1.00
[mog1 seed=1 step=1750] current_train_nll=11.5598 best_held_out_nll=8.3505 accept_rate=0.05 valid_proposal_rate=1.00
[mog1 seed=1 step=1775] current_train_nll=10.7459 best_held_out_nll=8.3505 accept_rate=0.05 valid_proposal_rate=1.00
[mog1 seed=1 step=1800] current_train_nll=8.9901 best_held_out_nll=8.3505 accept_rate=0.05 valid_proposal_rate=1.00
[mog1 seed=1 step=1825] current_train_nll=8.9901 best_held_out_nll=8.3505 accept_rate=0.05 valid_proposal_rate=1.00
[mog1 seed=1 step=1850] current_train_nll=11.8861 best_held_out_nll=8.3505 accept_rate=0.05 valid_proposal_rate=1.00
[mog1 seed=1 step=1875] current_train_nll=11.4475 best_held_out_nll=8.3505 accept_rate=0.05 valid_proposal_rate=1.00
[mog1 seed=1 step=1900] current_train_nll=11.4555 best_held_out_nll=8.3505 accept_rate=0.05 valid_proposal_rate=1.00
[mog1 seed=1 step=1925] current_train_nll=14.8905 best_held_out_nll=8.3505 accept_rate=0.06 valid_proposal_rate=1.00
[mog1 seed=1 step=1950] current_train_nll=13.8897 best_held_out_nll=8.3505 accept_rate=0.06 valid_proposal_rate=1.00
[mog1 seed=1 step=1975] current_train_nll=11.3774 best_held_out_nll=8.3505 accept_rate=0.06 valid_proposal_rate=1.00
[mog1 seed=1 step=2000] current_train_nll=10.4716 best_held_out_nll=8.3505 accept_rate=0.06 valid_proposal_rate=1.00
[mog1 seed=1 step=2025] current_train_nll=9.9758 best_held_out_nll=8.3505 accept_rate=0.06 valid_proposal_rate=1.00
[mog1 seed=1 step=2050] current_train_nll=10.2386 best_held_out_nll=8.3505 accept_rate=0.06 valid_proposal_rate=1.00
[mog1 seed=1 step=2075] current_train_nll=11.5324 best_held_out_nll=8.3505 accept_rate=0.06 valid_proposal_rate=1.00
[mog1 seed=1 step=2100] current_train_nll=11.3051 best_held_out_nll=8.3505 accept_rate=0.06 valid_proposal_rate=1.00
[mog1 seed=1 step=2125] current_train_nll=12.7862 best_held_out_nll=8.3505 accept_rate=0.06 valid_proposal_rate=1.00
[mog1 seed=1 step=2150] current_train_nll=12.7862 best_held_out_nll=8.3505 accept_rate=0.06 valid_proposal_rate=1.00
[mog1 seed=1 step=2175] current_train_nll=12.0818 best_held_out_nll=8.3505 accept_rate=0.06 valid_proposal_rate=1.00
[mog1 seed=1 step=2200] current_train_nll=11.0425 best_held_out_nll=8.3505 accept_rate=0.06 valid_proposal_rate=1.00
[mog1 seed=1 step=2225] current_train_nll=10.2606 best_held_out_nll=8.3505 accept_rate=0.06 valid_proposal_rate=1.00
[mog1 seed=1 step=2250] current_train_nll=12.4049 best_held_out_nll=8.3505 accept_rate=0.06 valid_proposal_rate=1.00
[mog1 seed=1 step=2275] current_train_nll=10.4954 best_held_out_nll=8.3505 accept_rate=0.06 valid_proposal_rate=1.00
[mog1 seed=1 step=2300] current_train_nll=10.9543 best_held_out_nll=8.3505 accept_rate=0.06 valid_proposal_rate=1.00
[mog1 seed=1 step=2325] current_train_nll=10.9683 best_held_out_nll=8.3505 accept_rate=0.06 valid_proposal_rate=1.00
[mog1 seed=1 step=2350] current_train_nll=10.9683 best_held_out_nll=8.3505 accept_rate=0.06 valid_proposal_rate=1.00
[mog1 seed=1 step=2375] current_train_nll=10.9683 best_held_out_nll=8.3505 accept_rate=0.06 valid_proposal_rate=1.00
[mog1 seed=1 step=2400] current_train_nll=12.8528 best_held_out_nll=8.3505 accept_rate=0.06 valid_proposal_rate=1.00
[mog1 seed=1 step=2425] current_train_nll=11.0902 best_held_out_nll=8.3505 accept_rate=0.06 valid_proposal_rate=1.00
[mog1 seed=1 step=2450] current_train_nll=10.9020 best_held_out_nll=8.3505 accept_rate=0.06 valid_proposal_rate=1.00
[mog1 seed=1 step=2475] current_train_nll=11.3311 best_held_out_nll=8.3505 accept_rate=0.06 valid_proposal_rate=1.00
[mog1 seed=1 step=2500] current_train_nll=11.8856 best_held_out_nll=8.3505 accept_rate=0.06 valid_proposal_rate=1.00
[mog1 seed=1 step=2525] current_train_nll=11.6466 best_held_out_nll=8.3505 accept_rate=0.06 valid_proposal_rate=1.00
[mog1 seed=1 step=2550] current_train_nll=11.4274 best_held_out_nll=8.3505 accept_rate=0.06 valid_proposal_rate=1.00
[mog1 seed=1 step=2575] current_train_nll=13.0067 best_held_out_nll=8.3505 accept_rate=0.06 valid_proposal_rate=1.00
[mog1 seed=1 step=2600] current_train_nll=12.9295 best_held_out_nll=8.3505 accept_rate=0.06 valid_proposal_rate=1.00
[mog1 seed=1 step=2625] current_train_nll=12.9295 best_held_out_nll=8.3505 accept_rate=0.06 valid_proposal_rate=1.00
[mog1 seed=1 step=2650] current_train_nll=11.4984 best_held_out_nll=8.3505 accept_rate=0.06 valid_proposal_rate=1.00
[mog1 seed=1 step=2675] current_train_nll=11.9859 best_held_out_nll=8.3505 accept_rate=0.06 valid_proposal_rate=1.00
[mog1 seed=1 step=2700] current_train_nll=10.0812 best_held_out_nll=8.3505 accept_rate=0.06 valid_proposal_rate=1.00
[mog1 seed=1 step=2725] current_train_nll=11.5957 best_held_out_nll=8.3505 accept_rate=0.06 valid_proposal_rate=1.00
[mog1 seed=1 step=2750] current_train_nll=11.6711 best_held_out_nll=8.3505 accept_rate=0.06 valid_proposal_rate=1.00
[mog1 seed=1 step=2775] current_train_nll=14.0646 best_held_out_nll=8.3505 accept_rate=0.06 valid_proposal_rate=1.00
[mog1 seed=1 step=2800] current_train_nll=15.2574 best_held_out_nll=8.3505 accept_rate=0.06 valid_proposal_rate=1.00
[mog1 seed=1 step=2825] current_train_nll=15.2574 best_held_out_nll=8.3505 accept_rate=0.06 valid_proposal_rate=1.00
[mog1 seed=1 step=2850] current_train_nll=9.4157 best_held_out_nll=8.3505 accept_rate=0.06 valid_proposal_rate=1.00
[mog1 seed=1 step=2875] current_train_nll=11.4945 best_held_out_nll=8.3505 accept_rate=0.06 valid_proposal_rate=1.00
[mog1 seed=1 step=2900] current_train_nll=13.8742 best_held_out_nll=8.3505 accept_rate=0.06 valid_proposal_rate=1.00
[mog1 seed=1 step=2925] current_train_nll=14.9637 best_held_out_nll=8.3505 accept_rate=0.06 valid_proposal_rate=1.00
[mog1 seed=1 step=2950] current_train_nll=14.9567 best_held_out_nll=8.3505 accept_rate=0.06 valid_proposal_rate=1.00
[mog1 seed=1 step=2975] current_train_nll=13.5579 best_held_out_nll=8.3505 accept_rate=0.06 valid_proposal_rate=1.00
[mog1 seed=1 step=3000] current_train_nll=13.1625 best_held_out_nll=8.3505 accept_rate=0.06 valid_proposal_rate=1.00
[mog1 seed=1 step=3025] current_train_nll=17.4674 best_held_out_nll=8.3505 accept_rate=0.06 valid_proposal_rate=1.00
[mog1 seed=1 step=3050] current_train_nll=14.2757 best_held_out_nll=8.3505 accept_rate=0.06 valid_proposal_rate=1.00
[mog1 seed=1 step=3075] current_train_nll=18.3576 best_held_out_nll=8.3505 accept_rate=0.06 valid_proposal_rate=1.00
[mog1 seed=1 step=3100] current_train_nll=17.9394 best_held_out_nll=8.3505 accept_rate=0.06 valid_proposal_rate=1.00
[mog1 seed=1 step=3125] current_train_nll=14.2061 best_held_out_nll=8.3505 accept_rate=0.07 valid_proposal_rate=1.00
[mog1 seed=1 step=3150] current_train_nll=15.2052 best_held_out_nll=8.3505 accept_rate=0.07 valid_proposal_rate=1.00
[mog1 seed=1 step=3175] current_train_nll=16.7130 best_held_out_nll=8.3505 accept_rate=0.07 valid_proposal_rate=1.00
[mog1 seed=1 step=3200] current_train_nll=16.7130 best_held_out_nll=8.3505 accept_rate=0.06 valid_proposal_rate=1.00
[mog1 seed=1 step=3225] current_train_nll=12.2847 best_held_out_nll=8.3505 accept_rate=0.06 valid_proposal_rate=1.00
[mog1 seed=1 step=3250] current_train_nll=13.3296 best_held_out_nll=8.3505 accept_rate=0.06 valid_proposal_rate=1.00
[mog1 seed=1 step=3275] current_train_nll=13.1680 best_held_out_nll=8.3505 accept_rate=0.07 valid_proposal_rate=1.00
[mog1 seed=1 step=3300] current_train_nll=12.7699 best_held_out_nll=8.3505 accept_rate=0.06 valid_proposal_rate=1.00
[mog1 seed=1 step=3325] current_train_nll=10.0237 best_held_out_nll=8.3505 accept_rate=0.06 valid_proposal_rate=1.00
[mog1 seed=1 step=3350] current_train_nll=10.0237 best_held_out_nll=8.3505 accept_rate=0.06 valid_proposal_rate=1.00
[mog1 seed=1 step=3375] current_train_nll=10.0032 best_held_out_nll=8.3505 accept_rate=0.06 valid_proposal_rate=1.00
[mog1 seed=1 step=3400] current_train_nll=10.0032 best_held_out_nll=8.3505 accept_rate=0.06 valid_proposal_rate=1.00
[mog1 seed=1 step=3425] current_train_nll=9.5581 best_held_out_nll=8.3505 accept_rate=0.06 valid_proposal_rate=1.00
[mog1 seed=1 step=3450] current_train_nll=9.4210 best_held_out_nll=8.3505 accept_rate=0.06 valid_proposal_rate=1.00
[mog1 seed=1 step=3475] current_train_nll=9.4210 best_held_out_nll=8.3505 accept_rate=0.06 valid_proposal_rate=1.00
[mog1 seed=1 step=3500] current_train_nll=13.6089 best_held_out_nll=8.3505 accept_rate=0.06 valid_proposal_rate=1.00
[mog1 seed=1 step=3525] current_train_nll=13.6089 best_held_out_nll=8.3505 accept_rate=0.06 valid_proposal_rate=1.00
[mog1 seed=1 step=3550] current_train_nll=13.6089 best_held_out_nll=8.3505 accept_rate=0.06 valid_proposal_rate=1.00
[mog1 seed=1 step=3575] current_train_nll=8.8666 best_held_out_nll=8.3505 accept_rate=0.06 valid_proposal_rate=1.00
[mog1 seed=1 step=3600] current_train_nll=8.6719 best_held_out_nll=8.3505 accept_rate=0.06 valid_proposal_rate=1.00
[mog1 seed=1 step=3625] current_train_nll=8.6719 best_held_out_nll=8.3505 accept_rate=0.06 valid_proposal_rate=1.00
[mog1 seed=1 step=3650] current_train_nll=8.6719 best_held_out_nll=8.3505 accept_rate=0.06 valid_proposal_rate=1.00
[mog1 seed=1 step=3675] current_train_nll=10.2484 best_held_out_nll=8.3505 accept_rate=0.06 valid_proposal_rate=1.00
[mog1 seed=1 step=3700] current_train_nll=9.2261 best_held_out_nll=8.3505 accept_rate=0.06 valid_proposal_rate=1.00
[mog1 seed=1 step=3725] current_train_nll=10.3757 best_held_out_nll=8.3505 accept_rate=0.06 valid_proposal_rate=1.00
[mog1 seed=1 step=3750] current_train_nll=10.3757 best_held_out_nll=8.3505 accept_rate=0.06 valid_proposal_rate=1.00
[mog1 seed=1 step=3775] current_train_nll=8.5983 best_held_out_nll=8.3505 accept_rate=0.06 valid_proposal_rate=1.00
[mog1 seed=1 step=3800] current_train_nll=8.5983 best_held_out_nll=8.3505 accept_rate=0.06 valid_proposal_rate=1.00
[mog1 seed=1 step=3825] current_train_nll=10.0724 best_held_out_nll=8.3505 accept_rate=0.06 valid_proposal_rate=1.00
[mog1 seed=1 step=3850] current_train_nll=10.0724 best_held_out_nll=8.3505 accept_rate=0.06 valid_proposal_rate=1.00
[mog1 seed=1 step=3875] current_train_nll=8.7625 best_held_out_nll=8.3505 accept_rate=0.06 valid_proposal_rate=1.00
[mog1 seed=1 step=3900] current_train_nll=8.7625 best_held_out_nll=8.3505 accept_rate=0.06 valid_proposal_rate=1.00
[mog1 seed=1 step=3925] current_train_nll=7.7289 best_held_out_nll=7.7084 accept_rate=0.06 valid_proposal_rate=1.00
[mog1 seed=1 step=3950] current_train_nll=7.7289 best_held_out_nll=7.7084 accept_rate=0.06 valid_proposal_rate=1.00
[mog1 seed=1 step=3975] current_train_nll=7.7289 best_held_out_nll=7.7084 accept_rate=0.06 valid_proposal_rate=1.00
[mog1 seed=1 step=4000] current_train_nll=9.7277 best_held_out_nll=7.7084 accept_rate=0.06 valid_proposal_rate=1.00
[mog1 seed=1 step=4025] current_train_nll=11.3676 best_held_out_nll=7.7084 accept_rate=0.06 valid_proposal_rate=1.00
[mog1 seed=1 step=4050] current_train_nll=10.5429 best_held_out_nll=7.7084 accept_rate=0.06 valid_proposal_rate=1.00
[mog1 seed=1 step=4075] current_train_nll=10.5065 best_held_out_nll=7.7084 accept_rate=0.06 valid_proposal_rate=1.00
[mog1 seed=1 step=4100] current_train_nll=10.6975 best_held_out_nll=7.7084 accept_rate=0.06 valid_proposal_rate=1.00
[mog1 seed=1 step=4125] current_train_nll=10.0792 best_held_out_nll=7.7084 accept_rate=0.06 valid_proposal_rate=1.00
[mog1 seed=1 step=4150] current_train_nll=11.7245 best_held_out_nll=7.7084 accept_rate=0.06 valid_proposal_rate=1.00
[mog1 seed=1 step=4175] current_train_nll=9.1157 best_held_out_nll=7.7084 accept_rate=0.06 valid_proposal_rate=1.00
[mog1 seed=1 step=4200] current_train_nll=8.4504 best_held_out_nll=7.7084 accept_rate=0.06 valid_proposal_rate=1.00
[mog1 seed=1 step=4225] current_train_nll=8.4504 best_held_out_nll=7.7084 accept_rate=0.06 valid_proposal_rate=1.00
[mog1 seed=1 step=4250] current_train_nll=10.9793 best_held_out_nll=7.7084 accept_rate=0.06 valid_proposal_rate=1.00
[mog1 seed=1 step=4275] current_train_nll=10.9793 best_held_out_nll=7.7084 accept_rate=0.06 valid_proposal_rate=1.00
[mog1 seed=1 step=4300] current_train_nll=12.9586 best_held_out_nll=7.7084 accept_rate=0.06 valid_proposal_rate=1.00
[mog1 seed=1 step=4325] current_train_nll=11.8122 best_held_out_nll=7.7084 accept_rate=0.06 valid_proposal_rate=1.00
[mog1 seed=1 step=4350] current_train_nll=10.6816 best_held_out_nll=7.7084 accept_rate=0.06 valid_proposal_rate=1.00
[mog1 seed=1 step=4375] current_train_nll=8.6415 best_held_out_nll=7.7084 accept_rate=0.06 valid_proposal_rate=1.00
[mog1 seed=1 step=4400] current_train_nll=8.6415 best_held_out_nll=7.7084 accept_rate=0.06 valid_proposal_rate=1.00
[mog1 seed=1 step=4425] current_train_nll=8.6415 best_held_out_nll=7.7084 accept_rate=0.06 valid_proposal_rate=1.00
[mog1 seed=1 step=4450] current_train_nll=9.7089 best_held_out_nll=7.7084 accept_rate=0.06 valid_proposal_rate=1.00
[mog1 seed=1 step=4475] current_train_nll=9.7146 best_held_out_nll=7.7084 accept_rate=0.06 valid_proposal_rate=1.00
[mog1 seed=1 step=4500] current_train_nll=14.4635 best_held_out_nll=7.7084 accept_rate=0.06 valid_proposal_rate=1.00
[mog1 seed=1 step=4525] current_train_nll=12.5996 best_held_out_nll=7.7084 accept_rate=0.06 valid_proposal_rate=1.00
[mog1 seed=1 step=4550] current_train_nll=10.8429 best_held_out_nll=7.7084 accept_rate=0.06 valid_proposal_rate=1.00
[mog1 seed=1 step=4575] current_train_nll=10.8429 best_held_out_nll=7.7084 accept_rate=0.06 valid_proposal_rate=1.00
[mog1 seed=1 step=4600] current_train_nll=11.0719 best_held_out_nll=7.7084 accept_rate=0.06 valid_proposal_rate=1.00
[mog1 seed=1 step=4625] current_train_nll=11.0719 best_held_out_nll=7.7084 accept_rate=0.06 valid_proposal_rate=1.00
[mog1 seed=1 step=4650] current_train_nll=9.8600 best_held_out_nll=7.7084 accept_rate=0.06 valid_proposal_rate=1.00
[mog1 seed=1 step=4675] current_train_nll=9.4931 best_held_out_nll=7.7084 accept_rate=0.06 valid_proposal_rate=1.00
[mog1 seed=1 step=4700] current_train_nll=9.4931 best_held_out_nll=7.7084 accept_rate=0.06 valid_proposal_rate=1.00
[mog1 seed=1 step=4725] current_train_nll=11.0182 best_held_out_nll=7.7084 accept_rate=0.06 valid_proposal_rate=1.00
[mog1 seed=1 step=4750] current_train_nll=10.2440 best_held_out_nll=7.7084 accept_rate=0.06 valid_proposal_rate=1.00
[mog1 seed=1 step=4775] current_train_nll=8.9781 best_held_out_nll=7.7084 accept_rate=0.06 valid_proposal_rate=1.00
[mog1 seed=1 step=4800] current_train_nll=8.9781 best_held_out_nll=7.7084 accept_rate=0.06 valid_proposal_rate=1.00
[mog1 seed=1 step=4825] current_train_nll=10.2267 best_held_out_nll=7.7084 accept_rate=0.06 valid_proposal_rate=1.00
[mog1 seed=1 step=4850] current_train_nll=10.2267 best_held_out_nll=7.7084 accept_rate=0.06 valid_proposal_rate=1.00
[mog1 seed=1 step=4875] current_train_nll=9.7888 best_held_out_nll=7.7084 accept_rate=0.06 valid_proposal_rate=1.00
[mog1 seed=1 step=4900] current_train_nll=8.7792 best_held_out_nll=7.7084 accept_rate=0.06 valid_proposal_rate=1.00
[mog1 seed=1 step=4925] current_train_nll=9.6852 best_held_out_nll=7.7084 accept_rate=0.06 valid_proposal_rate=1.00
[mog1 seed=1 step=4950] current_train_nll=9.9597 best_held_out_nll=7.7084 accept_rate=0.06 valid_proposal_rate=1.00
[mog1 seed=1 step=4975] current_train_nll=9.9597 best_held_out_nll=7.7084 accept_rate=0.06 valid_proposal_rate=1.00
[mog1 seed=1 step=5000] current_train_nll=11.5569 best_held_out_nll=7.7084 accept_rate=0.06 valid_proposal_rate=1.00
[mog1 seed=1 step=5025] current_train_nll=11.9199 best_held_out_nll=7.7084 accept_rate=0.06 valid_proposal_rate=1.00
[mog1 seed=1 step=5050] current_train_nll=11.9199 best_held_out_nll=7.7084 accept_rate=0.06 valid_proposal_rate=1.00
[mog1 seed=1 step=5075] current_train_nll=10.9451 best_held_out_nll=7.7084 accept_rate=0.06 valid_proposal_rate=1.00
[mog1 seed=1 step=5100] current_train_nll=10.2471 best_held_out_nll=7.7084 accept_rate=0.06 valid_proposal_rate=1.00
[mog1 seed=1 step=5125] current_train_nll=10.2471 best_held_out_nll=7.7084 accept_rate=0.06 valid_proposal_rate=1.00
[mog1 seed=1 step=5150] current_train_nll=10.2471 best_held_out_nll=7.7084 accept_rate=0.06 valid_proposal_rate=1.00
[mog1 seed=1 step=5175] current_train_nll=10.1295 best_held_out_nll=7.7084 accept_rate=0.06 valid_proposal_rate=1.00
[mog1 seed=1 step=5200] current_train_nll=8.9430 best_held_out_nll=7.7084 accept_rate=0.06 valid_proposal_rate=1.00
[mog1 seed=1 step=5225] current_train_nll=8.5025 best_held_out_nll=7.7084 accept_rate=0.06 valid_proposal_rate=1.00
[mog1 seed=1 step=5250] current_train_nll=10.7106 best_held_out_nll=7.7084 accept_rate=0.06 valid_proposal_rate=1.00
[mog1 seed=1 step=5275] current_train_nll=10.4423 best_held_out_nll=7.7084 accept_rate=0.06 valid_proposal_rate=1.00
[mog1 seed=1 step=5300] current_train_nll=11.4467 best_held_out_nll=7.7084 accept_rate=0.06 valid_proposal_rate=1.00
[mog1 seed=1 step=5325] current_train_nll=10.7396 best_held_out_nll=7.7084 accept_rate=0.06 valid_proposal_rate=1.00
