=== program=csi seed=2 (grammar-mcmc) ===
[csi seed=2 step=0] current_train_nll=66.3824 best_held_out_nll=66.4091 accept_rate=0.00 valid_proposal_rate=1.00
[csi seed=2 step=2125] current_train_nll=12.0024 best_held_out_nll=6.9118 accept_rate=0.04 valid_proposal_rate=1.00
[csi seed=2 step=2150] current_train_nll=15.7952 best_held_out_nll=6.9118 accept_rate=0.04 valid_proposal_rate=1.00
[csi seed=2 step=2175] current_train_nll=15.1011 best_held_out_nll=6.9118 accept_rate=0.04 valid_proposal_rate=1.00
[csi seed=2 step=2200] current_train_nll=13.5979 best_held_out_nll=6.9118 accept_rate=0.04 valid_proposal_rate=1.00
[csi seed=2 step=2225] current_train_nll=13.5979 best_held_out_nll=6.9118 accept_rate=0.04 valid_proposal_rate=1.00
[csi seed=2 step=2250] current_train_nll=9.4417 best_held_out_nll=6.9118 accept_rate=0.04 valid_proposal_rate=1.00
[csi seed=2 step=2275] current_train_nll=10.9909 best_held_out_nll=6.9118 accept_rate=0.04 valid_proposal_rate=1.00
[csi seed=2 step=2300] current_train_nll=9.3144 best_held_out_nll=6.9118 accept_rate=0.05 valid_proposal_rate=1.00
[csi seed=2 step=2325] current_train_nll=9.3144 best_held_out_nll=6.9118 accept_rate=0.04 valid_proposal_rate=1.00
[csi seed=2 step=2350] current_train_nll=9.3144 best_held_out_nll=6.9118 accept_rate=0.04 valid_proposal_rate=1.00
[csi seed=2 step=2375] current_train_nll=7.3207 best_held_out_nll=6.9118 accept_rate=0.04 valid_proposal_rate=1.00
[csi seed=2 step=2400] current_train_nll=10.2195 best_held_out_nll=6.9118 accept_rate=0.04 valid_proposal_rate=1.00
[csi seed=2 step=2425] current_train_nll=10.2195 best_held_out_nll=6.9118 accept_rate=0.04 valid_proposal_rate=1.00
[csi seed=2 step=2450] current_train_nll=10.2195 best_held_out_nll=6.9118 accept_rate=0.04 valid_proposal_rate=1.00
[csi seed=2 step=2475] current_train_nll=12.4172 best_held_out_nll=6.9118 accept_rate=0.04 valid_proposal_rate=1.00
[csi seed=2 step=2500] current_train_nll=12.2907 best_held_out_nll=6.9118 accept_rate=0.04 valid_proposal_rate=1.00
[csi seed=2 step=2525] current_train_nll=13.4203 best_held_out_nll=6.9118 accept_rate=0.04 valid_proposal_rate=1.00
[csi seed=2 step=2550] current_train_nll=11.5462 best_held_out_nll=6.9118 accept_rate=0.05 valid_proposal_rate=1.00
[csi seed=2 step=2575] current_train_nll=11.5462 best_held_out_nll=6.9118 accept_rate=0.04 valid_proposal_rate=1.00
[csi seed=2 step=2600] current_train_nll=11.9030 best_held_out_nll=6.9118 accept_rate=0.05 valid_proposal_rate=1.00
[csi seed=2 step=2625] current_train_nll=14.9410 best_held_out_nll=6.9118 accept_rate=0.05 valid_proposal_rate=1.00
[csi seed=2 step=2650] current_train_nll=14.9410 best_held_out_nll=6.9118 accept_rate=0.05 valid_proposal_rate=1.00
[csi seed=2 step=2675] current_train_nll=12.5205 best_held_out_nll=6.9118 accept_rate=0.05 valid_proposal_rate=1.00
[csi seed=2 step=2700] current_train_nll=12.9382 best_held_out_nll=6.9118 accept_rate=0.05 valid_proposal_rate=1.00
[csi seed=2 step=2725] current_train_nll=12.9382 best_held_out_nll=6.9118 accept_rate=0.05 valid_proposal_rate=1.00
[csi seed=2 step=2750] current_train_nll=11.0081 best_held_out_nll=6.9118 accept_rate=0.05 valid_proposal_rate=1.00
[csi seed=2 step=2775] current_train_nll=11.0081 best_held_out_nll=6.9118 accept_rate=0.05 valid_proposal_rate=1.00
[csi seed=2 step=2800] current_train_nll=11.7469 best_held_out_nll=6.9118 accept_rate=0.05 valid_proposal_rate=1.00
[csi seed=2 step=2825] current_train_nll=14.3143 best_held_out_nll=6.9118 accept_rate=0.05 valid_proposal_rate=1.00
[csi seed=2 step=2850] current_train_nll=12.4635 best_held_out_nll=6.9118 accept_rate=0.05 valid_proposal_rate=1.00
[csi seed=2 step=2875] current_train_nll=11.9905 best_held_out_nll=6.9118 accept_rate=0.05 valid_proposal_rate=1.00
[csi seed=2 step=2900] current_train_nll=10.7950 best_held_out_nll=6.9118 accept_rate=0.05 valid_proposal_rate=1.00
[csi seed=2 step=2925] current_train_nll=10.7950 best_held_out_nll=6.9118 accept_rate=0.05 valid_proposal_rate=1.00
[csi seed=2 step=2950] current_train_nll=10.7950 best_held_out_nll=6.9118 accept_rate=0.05 valid_proposal_rate=1.00
[csi seed=2 step=2975] current_train_nll=10.7950 best_held_out_nll=6.9118 accept_rate=0.04 valid_proposal_rate=1.00
[csi seed=2 step=3000] current_train_nll=10.8978 best_held_out_nll=6.9118 accept_rate=0.04 valid_proposal_rate=1.00
[csi seed=2 step=3025] current_train_nll=10.8978 best_held_out_nll=6.9118 accept_rate=0.04 valid_proposal_rate=1.00
[csi seed=2 step=3050] current_train_nll=10.8978 best_held_out_nll=6.9118 accept_rate=0.04 valid_proposal_rate=1.00
[csi seed=2 step=3075] current_train_nll=10.8978 best_held_out_nll=6.9118 accept_rate=0.04 valid_proposal_rate=1.00
[csi seed=2 step=3100] current_train_nll=10.8978 best_held_out_nll=6.9118 accept_rate=0.04 valid_proposal_rate=1.00
[csi seed=2 step=3125] current_train_nll=10.7608 best_held_out_nll=6.9118 accept_rate=0.04 valid_proposal_rate=1.00
[csi seed=2 step=3150] current_train_nll=10.9117 best_held_out_nll=6.9118 accept_rate=0.04 valid_proposal_rate=1.00
[csi seed=2 step=3175] current_train_nll=10.9117 best_held_out_nll=6.9118 accept_rate=0.04 valid_proposal_rate=1.00
[csi seed=2 step=3200] current_train_nll=13.6249 best_held_out_nll=6.9118 accept_rate=0.04 valid_proposal_rate=1.00
[csi seed=2 step=3225] current_train_nll=12.7210 best_held_out_nll=6.9118 accept_rate=0.04 valid_proposal_rate=1.00
[csi seed=2 step=3250] current_train_nll=9.4079 best_held_out_nll=6.9118 accept_rate=0.04 valid_proposal_rate=1.00
[csi seed=2 step=3275] current_train_nll=10.4958 best_held_out_nll=6.9118 accept_rate=0.04 valid_proposal_rate=1.00
[csi seed=2 step=3300] current_train_nll=10.4958 best_held_out_nll=6.9118 accept_rate=0.04 valid_proposal_rate=1.00
[csi seed=2 step=3325] current_train_nll=10.4690 best_held_out_nll=6.9118 accept_rate=0.04 valid_proposal_rate=1.00
[csi seed=2 step=3350] current_train_nll=9.0670 best_held_out_nll=6.9118 accept_rate=0.04 valid_proposal_rate=1.00
[csi seed=2 step=3375] current_train_nll=9.0670 best_held_out_nll=6.9118 accept_rate=0.04 valid_proposal_rate=1.00
[csi seed=2 step=3400] current_train_nll=9.3165 best_held_out_nll=6.9118 accept_rate=0.04 valid_proposal_rate=1.00
[csi seed=2 step=3425] current_train_nll=8.6702 best_held_out_nll=6.9118 accept_rate=0.04 valid_proposal_rate=1.00
[csi seed=2 step=3450] current_train_nll=8.6702 best_held_out_nll=6.9118 accept_rate=0.04 valid_proposal_rate=1.00
[csi seed=2 step=3475] current_train_nll=10.3010 best_held_out_nll=6.9118 accept_rate=0.04 valid_proposal_rate=1.00
[csi seed=2 step=3500] current_train_nll=10.3010 best_held_out_nll=6.9118 accept_rate=0.04 valid_proposal_rate=1.00
[csi seed=2 step=3525] current_train_nll=10.3010 best_held_out_nll=6.9118 accept_rate=0.04 valid_proposal_rate=1.00
[csi seed=2 step=3550] current_train_nll=10.3010 best_held_out_nll=6.9118 accept_rate=0.04 valid_proposal_rate=1.00
[csi seed=2 step=3575] current_train_nll=10.3010 best_held_out_nll=6.9118 accept_rate=0.04 valid_proposal_rate=1.00
[csi seed=2 step=3600] current_train_nll=10.3010 best_held_out_nll=6.9118 accept_rate=0.04 valid_proposal_rate=1.00
[csi seed=2 step=3625] current_train_nll=7.1053 best_held_out_nll=6.9118 accept_rate=0.04 valid_proposal_rate=1.00
[csi seed=2 step=3650] current_train_nll=8.1462 best_held_out_nll=6.9118 accept_rate=0.04 valid_proposal_rate=1.00
[csi seed=2 step=3675] current_train_nll=9.5894 best_held_out_nll=6.9118 accept_rate=0.04 valid_proposal_rate=1.00
[csi seed=2 step=3700] current_train_nll=9.5894 best_held_out_nll=6.9118 accept_rate=0.04 valid_proposal_rate=1.00
[csi seed=2 step=3725] current_train_nll=9.5894 best_held_out_nll=6.9118 accept_rate=0.04 valid_proposal_rate=1.00
[csi seed=2 step=3750] current_train_nll=10.1033 best_held_out_nll=6.9118 accept_rate=0.04 valid_proposal_rate=1.00
[csi seed=2 step=3775] current_train_nll=12.3615 best_held_out_nll=6.9118 accept_rate=0.04 valid_proposal_rate=1.00
[csi seed=2 step=3800] current_train_nll=10.8599 best_held_out_nll=6.9118 accept_rate=0.04 valid_proposal_rate=1.00
[csi seed=2 step=3825] current_train_nll=9.2456 best_held_out_nll=6.9118 accept_rate=0.04 valid_proposal_rate=1.00
[csi seed=2 step=3850] current_train_nll=5.6843 best_held_out_nll=5.8003 accept_rate=0.04 valid_proposal_rate=1.00
[csi seed=2 step=3875] current_train_nll=4.9360 best_held_out_nll=5.1610 accept_rate=0.04 valid_proposal_rate=1.00
[csi seed=2 step=3900] current_train_nll=8.8023 best_held_out_nll=5.1610 accept_rate=0.04 valid_proposal_rate=1.00
[csi seed=2 step=3925] current_train_nll=7.8619 best_held_out_nll=5.1610 accept_rate=0.04 valid_proposal_rate=1.00
[csi seed=2 step=3950] current_train_nll=9.2091 best_held_out_nll=5.1610 accept_rate=0.04 valid_proposal_rate=1.00
[csi seed=2 step=3975] current_train_nll=8.9033 best_held_out_nll=5.1610 accept_rate=0.04 valid_proposal_rate=1.00
[csi seed=2 step=4000] current_train_nll=6.0780 best_held_out_nll=5.1610 accept_rate=0.04 valid_proposal_rate=1.00
[csi seed=2 step=4025] current_train_nll=6.0780 best_held_out_nll=5.1610 accept_rate=0.04 valid_proposal_rate=1.00
[csi seed=2 step=4050] current_train_nll=6.4045 best_held_out_nll=5.1610 accept_rate=0.04 valid_proposal_rate=1.00
[csi seed=2 step=4075] current_train_nll=6.4045 best_held_out_nll=5.1610 accept_rate=0.04 valid_proposal_rate=1.00
[csi seed=2 step=4100] current_train_nll=6.4045 best_held_out_nll=5.1610 accept_rate=0.04 valid_proposal_rate=1.00
[csi seed=2 step=4125] current_train_nll=6.4045 best_held_out_nll=5.1610 accept_rate=0.04 valid_proposal_rate=1.00
[csi seed=2 step=4150] current_train_nll=6.4045 best_held_out_nll=5.1610 accept_rate=0.04 valid_proposal_rate=1.00
[csi seed=2 step=4175] current_train_nll=6.4983 best_held_out_nll=5.1610 accept_rate=0.04 valid_proposal_rate=1.00
[csi seed=2 step=4200] current_train_nll=7.7948 best_held_out_nll=5.1610 accept_rate=0.04 valid_proposal_rate=1.00
[csi seed=2 step=4225] current_train_nll=7.7948 best_held_out_nll=5.1610 accept_rate=0.04 valid_proposal_rate=1.00
[csi seed=2 step=4250] current_train_nll=7.7948 best_held_out_nll=5.1610 accept_rate=0.04 valid_proposal_rate=1.00
[csi seed=2 step=4275] current_train_nll=7.0755 best_held_out_nll=5.1610 accept_rate=0.04 valid_proposal_rate=1.00
[csi seed=2 step=4300] current_train_nll=7.0755 best_held_out_nll=5.1610 accept_rate=0.04 valid_proposal_rate=1.00
[csi seed=2 step=4325] current_train_nll=8.1028 best_held_out_nll=5.1610 accept_rate=0.04 valid_proposal_rate=1.00
[csi seed=2 step=4350] current_train_nll=7.9213 best_held_out_nll=5.1610 accept_rate=0.04 valid_proposal_rate=1.00
[csi seed=2 step=4375] current_train_nll=8.2315 best_held_out_nll=5.1610 accept_rate=0.04 valid_proposal_rate=1.00
[csi seed=2 step=4400] current_train_nll=8.2315 best_held_out_nll=5.1610 accept_rate=0.04 valid_proposal_rate=1.00
[csi seed=2 step=4425] current_train_nll=10.3937 best_held_out_nll=5.1610 accept_rate=0.04 valid_proposal_rate=1.00
[csi seed=2 step=4450] current_train_nll=10.3937 best_held_out_nll=5.1610 accept_rate=0.04 valid_proposal_rate=1.00
[csi seed=2 step=4475] current_train_nll=11.0500 best_held_out_nll=5.1610 accept_rate=0.04 valid_proposal_rate=1.00
[csi seed=2 step=4500] current_train_nll=10.2257 best_held_out_nll=5.1610 accept_rate=0.04 valid_proposal_rate=1.00
[csi seed=2 step=4525] current_train_nll=9.8985 best_held_out_nll=5.1610 accept_rate=0.04 valid_proposal_rate=1.00
[csi seed=2 step=4550] current_train_nll=9.8985 best_held_out_nll=5.1610 accept_rate=0.04 valid_proposal_rate=1.00
[csi seed=2 step=4575] current_train_nll=7.3942 best_held_out_nll=5.1610 accept_rate=0.04 valid_proposal_rate=1.00
[csi seed=2 step=4600] current_train_nll=8.3404 best_held_out_nll=5.1610 accept_rate=0.04 valid_proposal_rate=1.00
[csi seed=2 step=4625] current_train_nll=8.3404 best_held_out_nll=5.1610 accept_rate=0.04 valid_proposal_rate=1.00
[csi seed=2 step=4650] current_train_nll=10.3528 best_held_out_nll=5.1610 accept_rate=0.04 valid_proposal_rate=1.00
[csi seed=2 step=4675] current_train_nll=10.3528 best_held_out_nll=5.1610 accept_rate=0.04 valid_proposal_rate=1.00
[csi seed=2 step=4700] current_train_nll=13.8084 best_held_out_nll=5.1610 accept_rate=0.04 valid_proposal_rate=1.00
[csi seed=2 step=4725] current_train_nll=13.6728 best_held_out_nll=5.1610 accept_rate=0.04 valid_proposal_rate=1.00
[csi seed=2 step=4750] current_train_nll=15.3428 best_held_out_nll=5.1610 accept_rate=0.04 valid_proposal_rate=1.00
[csi seed=2 step=4775] current_train_nll=15.3428 best_held_out_nll=5.1610 accept_rate=0.04 valid_proposal_rate=1.00
[csi seed=2 step=4800] current_train_nll=20.1928 best_held_out_nll=5.1610 accept_rate=0.04 valid_proposal_rate=1.00
[csi seed=2 step=4825] current_train_nll=20.2745 best_held_out_nll=5.1610 accept_rate=0.04 valid_proposal_rate=1.00
[csi seed=2 step=4850] current_train_nll=14.5575 best_held_out_nll=5.1610 accept_rate=0.04 valid_proposal_rate=1.00
[csi seed=2 step=4875] current_train_nll=17.2993 best_held_out_nll=5.1610 accept_rate=0.04 valid_proposal_rate=1.00
[csi seed=2 step=4900] current_train_nll=16.4065 best_held_out_nll=5.1610 accept_rate=0.04 valid_proposal_rate=1.00
[csi seed=2 step=4925] current_train_nll=14.4279 best_held_out_nll=5.1610 accept_rate=0.04 valid_proposal_rate=1.00
[csi seed=2 step=4950] current_train_nll=13.4592 best_held_out_nll=5.1610 accept_rate=0.04 valid_proposal_rate=1.00
[csi seed=2 step=4975] current_train_nll=13.6119 best_held_out_nll=5.1610 accept_rate=0.04 valid_proposal_rate=1.00
[csi seed=2 step=5000] current_train_nll=16.0150 best_held_out_nll=5.1610 accept_rate=0.04 valid_proposal_rate=1.00
[csi seed=2 step=5025] current_train_nll=15.4130 best_held_out_nll=5.1610 accept_rate=0.04 valid_proposal_rate=1.00
[csi seed=2 step=5050] current_train_nll=14.0979 best_held_out_nll=5.1610 accept_rate=0.04 valid_proposal_rate=1.00
[csi seed=2 step=5075] current_train_nll=14.0979 best_held_out_nll=5.1610 accept_rate=0.04 valid_proposal_rate=1.00
[csi seed=2 step=5100] current_train_nll=14.0979 best_held_out_nll=5.1610 accept_rate=0.04 valid_proposal_rate=1.00
[csi seed=2 step=5125] current_train_nll=14.0979 best_held_out_nll=5.1610 accept_rate=0.04 valid_proposal_rate=1.00
[csi seed=2 step=5150] current_train_nll=12.0990 best_held_out_nll=5.1610 accept_rate=0.04 valid_proposal_rate=1.00
[csi seed=2 step=5175] current_train_nll=11.6968 best_held_out_nll=5.1610 accept_rate=0.04 valid_proposal_rate=1.00
[csi seed=2 step=5200] current_train_nll=11.6968 best_held_out_nll=5.1610 accept_rate=0.04 valid_proposal_rate=1.00
[csi seed=2 step=5225] current_train_nll=11.7683 best_held_out_nll=5.1610 accept_rate=0.04 valid_proposal_rate=1.00
[csi seed=2 step=5250] current_train_nll=11.7683 best_held_out_nll=5.1610 accept_rate=0.04 valid_proposal_rate=1.00
[csi seed=2 step=5275] current_train_nll=11.7683 best_held_out_nll=5.1610 accept_rate=0.04 valid_proposal_rate=1.00
[csi seed=2 step=5300] current_train_nll=12.0916 best_held_out_nll=5.1610 accept_rate=0.04 valid_proposal_rate=1.00
[csi seed=2 step=5325] current_train_nll=13.4609 best_held_out_nll=5.1610 accept_rate=0.04 valid_proposal_rate=1.00
[csi seed=2 step=5350] current_train_nll=13.4609 best_held_out_nll=5.1610 accept_rate=0.04 valid_proposal_rate=1.00
[csi seed=2 step=5375] current_train_nll=13.4609 best_held_out_nll=5.1610 accept_rate=0.04 valid_proposal_rate=1.00
[csi seed=2 step=5400] current_train_nll=12.9484 best_held_out_nll=5.1610 accept_rate=0.04 valid_proposal_rate=1.00
[csi seed=2 step=5425] current_train_nll=16.2090 best_held_out_nll=5.1610 accept_rate=0.04 valid_proposal_rate=1.00
[csi seed=2 step=5450] current_train_nll=11.4074 best_held_out_nll=5.1610 accept_rate=0.04 valid_proposal_rate=1.00
[csi seed=2 step=5475] current_train_nll=13.6368 best_held_out_nll=5.1610 accept_rate=0.04 valid_proposal_rate=1.00
[csi seed=2 step=5500] current_train_nll=12.0507 best_held_out_nll=5.1610 accept_rate=0.04 valid_proposal_rate=1.00
