=== program=mixedcondition seed=4 (grammar-mcmc) ===
[mixedcondition seed=4 step=0] current_train_nll=156.8833 best_held_out_nll=155.3067 accept_rate=0.00 valid_proposal_rate=1.00
[mixedcondition seed=4 step=1950] current_train_nll=11.0101 best_held_out_nll=6.7103 accept_rate=0.06 valid_proposal_rate=1.00
[mixedcondition seed=4 step=1975] current_train_nll=8.9040 best_held_out_nll=6.7103 accept_rate=0.06 valid_proposal_rate=1.00
[mixedcondition seed=4 step=2000] current_train_nll=8.8321 best_held_out_nll=6.7103 accept_rate=0.06 valid_proposal_rate=1.00
[mixedcondition seed=4 step=2025] current_train_nll=8.2075 best_held_out_nll=6.7103 accept_rate=0.06 valid_proposal_rate=1.00
[mixedcondition seed=4 step=2050] current_train_nll=9.2889 best_held_out_nll=6.7103 accept_rate=0.06 valid_proposal_rate=1.00
[mixedcondition seed=4 step=2075] current_train_nll=9.2889 best_held_out_nll=6.7103 accept_rate=0.06 valid_proposal_rate=1.00
[mixedcondition seed=4 step=2100] current_train_nll=9.2889 best_held_out_nll=6.7103 accept_rate=0.06 valid_proposal_rate=1.00
[mixedcondition seed=4 step=2125] current_train_nll=8.6090 best_held_out_nll=6.7103 accept_rate=0.06 valid_proposal_rate=1.00
[mixedcondition seed=4 step=2150] current_train_nll=8.2496 best_held_out_nll=6.7103 accept_rate=0.06 valid_proposal_rate=1.00
[mixedcondition seed=4 step=2175] current_train_nll=8.3524 best_held_out_nll=6.7103 accept_rate=0.06 valid_proposal_rate=1.00
[mixedcondition seed=4 step=2200] current_train_nll=8.3524 best_held_out_nll=6.7103 accept_rate=0.06 valid_proposal_rate=1.00
[mixedcondition seed=4 step=2225] current_train_nll=7.5072 best_held_out_nll=6.7103 accept_rate=0.06 valid_proposal_rate=1.00
[mixedcondition seed=4 step=2250] current_train_nll=6.9717 best_held_out_nll=6.7103 accept_rate=0.06 valid_proposal_rate=1.00
[mixedcondition seed=4 step=2275] current_train_nll=6.9717 best_held_out_nll=6.7103 accept_rate=0.06 valid_proposal_rate=1.00
[mixedcondition seed=4 step=2300] current_train_nll=9.1653 best_held_out_nll=6.7103 accept_rate=0.06 valid_proposal_rate=1.00
[mixedcondition seed=4 step=2325] current_train_nll=7.8453 best_held_out_nll=6.7103 accept_rate=0.06 valid_proposal_rate=1.00
[mixedcondition seed=4 step=2350] current_train_nll=7.8163 best_held_out_nll=6.7103 accept_rate=0.06 valid_proposal_rate=1.00
[mixedcondition seed=4 step=2375] current_train_nll=7.8163 best_held_out_nll=6.7103 accept_rate=0.06 valid_proposal_rate=1.00
[mixedcondition seed=4 step=2400] current_train_nll=7.8581 best_held_out_nll=6.7103 accept_rate=0.06 valid_proposal_rate=1.00
[mixedcondition seed=4 step=2425] current_train_nll=7.5639 best_held_out_nll=6.7103 accept_rate=0.06 valid_proposal_rate=1.00
[mixedcondition seed=4 step=2450] current_train_nll=7.5639 best_held_out_nll=6.7103 accept_rate=0.06 valid_proposal_rate=1.00
[mixedcondition seed=4 step=2475] current_train_nll=7.5639 best_held_out_nll=6.7103 accept_rate=0.06 valid_proposal_rate=1.00
[mixedcondition seed=4 step=2500] current_train_nll=7.5639 best_held_out_nll=6.7103 accept_rate=0.06 valid_proposal_rate=1.00
[mixedcondition seed=4 step=2525] current_train_nll=7.5639 best_held_out_nll=6.7103 accept_rate=0.06 valid_proposal_rate=1.00
[mixedcondition seed=4 step=2550] current_train_nll=7.2141 best_held_out_nll=6.7103 accept_rate=0.05 valid_proposal_rate=1.00
[mixedcondition seed=4 step=2575] current_train_nll=7.2141 best_held_out_nll=6.7103 accept_rate=0.05 valid_proposal_rate=1.00
[mixedcondition seed=4 step=2600] current_train_nll=7.2224 best_held_out_nll=6.7103 accept_rate=0.05 valid_proposal_rate=1.00
[mixedcondition seed=4 step=2625] current_train_nll=7.2224 best_held_out_nll=6.7103 accept_rate=0.05 valid_proposal_rate=1.00
[mixedcondition seed=4 step=2650] current_train_nll=7.2224 best_held_out_nll=6.7103 accept_rate=0.05 valid_proposal_rate=1.00
[mixedcondition seed=4 step=2675] current_train_nll=7.2224 best_held_out_nll=6.7103 accept_rate=0.05 valid_proposal_rate=1.00
[mixedcondition seed=4 step=2700] current_train_nll=7.2224 best_held_out_nll=6.7103 accept_rate=0.05 valid_proposal_rate=1.00
[mixedcondition seed=4 step=2725] current_train_nll=8.0290 best_held_out_nll=6.7103 accept_rate=0.05 valid_proposal_rate=1.00
[mixedcondition seed=4 step=2750] current_train_nll=8.0290 best_held_out_nll=6.7103 accept_rate=0.05 valid_proposal_rate=1.00
[mixedcondition seed=4 step=2775] current_train_nll=8.0290 best_held_out_nll=6.7103 accept_rate=0.05 valid_proposal_rate=1.00
[mixedcondition seed=4 step=2800] current_train_nll=8.1856 best_held_out_nll=6.7103 accept_rate=0.05 valid_proposal_rate=1.00
[mixedcondition seed=4 step=2825] current_train_nll=8.1856 best_held_out_nll=6.7103 accept_rate=0.05 valid_proposal_rate=1.00
[mixedcondition seed=4 step=2850] current_train_nll=7.0475 best_held_out_nll=6.7103 accept_rate=0.05 valid_proposal_rate=1.00
[mixedcondition seed=4 step=2875] current_train_nll=7.0475 best_held_out_nll=6.7103 accept_rate=0.05 valid_proposal_rate=1.00
[mixedcondition seed=4 step=2900] current_train_nll=6.7673 best_held_out_nll=6.6443 accept_rate=0.05 valid_proposal_rate=1.00
[mixedcondition seed=4 step=2925] current_train_nll=6.7673 best_held_out_nll=6.6443 accept_rate=0.05 valid_proposal_rate=1.00
[mixedcondition seed=4 step=2950] current_train_nll=11.8551 best_held_out_nll=6.6443 accept_rate=0.05 valid_proposal_rate=1.00
[mixedcondition seed=4 step=2975] current_train_nll=10.0418 best_held_out_nll=6.6443 accept_rate=0.05 valid_proposal_rate=1.00
[mixedcondition seed=4 step=3000] current_train_nll=9.9390 best_held_out_nll=6.6443 accept_rate=0.05 valid_proposal_rate=1.00
[mixedcondition seed=4 step=3025] current_train_nll=10.8130 best_held_out_nll=6.6443 accept_rate=0.05 valid_proposal_rate=1.00
[mixedcondition seed=4 step=3050] current_train_nll=10.8130 best_held_out_nll=6.6443 accept_rate=0.05 valid_proposal_rate=1.00
[mixedcondition seed=4 step=3075] current_train_nll=9.7390 best_held_out_nll=6.6443 accept_rate=0.05 valid_proposal_rate=1.00
[mixedcondition seed=4 step=3100] current_train_nll=9.7390 best_held_out_nll=6.6443 accept_rate=0.05 valid_proposal_rate=1.00
[mixedcondition seed=4 step=3125] current_train_nll=10.7554 best_held_out_nll=6.6443 accept_rate=0.05 valid_proposal_rate=1.00
[mixedcondition seed=4 step=3150] current_train_nll=11.1724 best_held_out_nll=6.6443 accept_rate=0.05 valid_proposal_rate=1.00
[mixedcondition seed=4 step=3175] current_train_nll=11.1724 best_held_out_nll=6.6443 accept_rate=0.05 valid_proposal_rate=1.00
[mixedcondition seed=4 step=3200] current_train_nll=9.8265 best_held_out_nll=6.6443 accept_rate=0.05 valid_proposal_rate=1.00
[mixedcondition seed=4 step=3225] current_train_nll=9.6550 best_held_out_nll=6.6443 accept_rate=0.05 valid_proposal_rate=1.00
[mixedcondition seed=4 step=3250] current_train_nll=9.9550 best_held_out_nll=6.6443 accept_rate=0.05 valid_proposal_rate=1.00
[mixedcondition seed=4 step=3275] current_train_nll=9.9550 best_held_out_nll=6.6443 accept_rate=0.05 valid_proposal_rate=1.00
[mixedcondition seed=4 step=3300] current_train_nll=10.3987 best_held_out_nll=6.6443 accept_rate=0.05 valid_proposal_rate=1.00
[mixedcondition seed=4 step=3325] current_train_nll=10.4883 best_held_out_nll=6.6443 accept_rate=0.05 valid_proposal_rate=1.00
[mixedcondition seed=4 step=3350] current_train_nll=10.4883 best_held_out_nll=6.6443 accept_rate=0.05 valid_proposal_rate=1.00
[mixedcondition seed=4 step=3375] current_train_nll=10.4883 best_held_out_nll=6.6443 accept_rate=0.05 valid_proposal_rate=1.00
[mixedcondition seed=4 step=3400] current_train_nll=9.4123 best_held_out_nll=6.6443 accept_rate=0.05 valid_proposal_rate=1.00
[mixedcondition seed=4 step=3425] current_train_nll=9.4123 best_held_out_nll=6.6443 accept_rate=0.05 valid_proposal_rate=1.00
[mixedcondition seed=4 step=3450] current_train_nll=8.7366 best_held_out_nll=6.6443 accept_rate=0.05 valid_proposal_rate=1.00
[mixedcondition seed=4 step=3475] current_train_nll=8.7366 best_held_out_nll=6.6443 accept_rate=0.05 valid_proposal_rate=1.00
[mixedcondition seed=4 step=3500] current_train_nll=11.5386 best_held_out_nll=6.6443 accept_rate=0.05 valid_proposal_rate=1.00
[mixedcondition seed=4 step=3525] current_train_nll=11.5386 best_held_out_nll=6.6443 accept_rate=0.05 valid_proposal_rate=1.00
[mixedcondition seed=4 step=3550] current_train_nll=9.5885 best_held_out_nll=6.6443 accept_rate=0.05 valid_proposal_rate=1.00
[mixedcondition seed=4 step=3575] current_train_nll=9.7838 best_held_out_nll=6.6443 accept_rate=0.05 valid_proposal_rate=1.00
[mixedcondition seed=4 step=3600] current_train_nll=9.7838 best_held_out_nll=6.6443 accept_rate=0.05 valid_proposal_rate=1.00
[mixedcondition seed=4 step=3625] current_train_nll=8.0560 best_held_out_nll=6.6443 accept_rate=0.05 valid_proposal_rate=1.00
[mixedcondition seed=4 step=3650] current_train_nll=11.1722 best_held_out_nll=6.6443 accept_rate=0.05 valid_proposal_rate=1.00
[mixedcondition seed=4 step=3675] current_train_nll=10.5794 best_held_out_nll=6.6443 accept_rate=0.05 valid_proposal_rate=1.00
[mixedcondition seed=4 step=3700] current_train_nll=10.8830 best_held_out_nll=6.6443 accept_rate=0.05 valid_proposal_rate=1.00
[mixedcondition seed=4 step=3725] current_train_nll=9.2871 best_held_out_nll=6.6443 accept_rate=0.05 valid_proposal_rate=1.00
[mixedcondition seed=4 step=3750] current_train_nll=9.2871 best_held_out_nll=6.6443 accept_rate=0.05 valid_proposal_rate=1.00
[mixedcondition seed=4 step=3775] current_train_nll=9.2871 best_held_out_nll=6.6443 accept_rate=0.05 valid_proposal_rate=1.00
[mixedcondition seed=4 step=3800] current_train_nll=9.2871 best_held_out_nll=6.6443 accept_rate=0.05 valid_proposal_rate=1.00
[mixedcondition seed=4 step=3825] current_train_nll=9.2871 best_held_out_nll=6.6443 accept_rate=0.05 valid_proposal_rate=1.00
[mixedcondition seed=4 step=3850] current_train_nll=9.6972 best_held_out_nll=6.6443 accept_rate=0.05 valid_proposal_rate=1.00
[mixedcondition seed=4 step=3875] current_train_nll=15.8926 best_held_out_nll=6.6443 accept_rate=0.05 valid_proposal_rate=1.00
[mixedcondition seed=4 step=3900] current_train_nll=15.2324 best_held_out_nll=6.6443 accept_rate=0.05 valid_proposal_rate=1.00
[mixedcondition seed=4 step=3925] current_train_nll=15.2798 best_held_out_nll=6.6443 accept_rate=0.05 valid_proposal_rate=1.00
[mixedcondition seed=4 step=3950] current_train_nll=12.5547 best_held_out_nll=6.6443 accept_rate=0.05 valid_proposal_rate=1.00
[mixedcondition seed=4 step=3975] current_train_nll=13.2990 best_held_out_nll=6.6443 accept_rate=0.05 valid_proposal_rate=1.00
[mixedcondition seed=4 step=4000] current_train_nll=8.0704 best_held_out_nll=6.6443 accept_rate=0.05 valid_proposal_rate=1.00
[mixedcondition seed=4 step=4025] current_train_nll=9.3274 best_held_out_nll=6.6443 accept_rate=0.05 valid_proposal_rate=1.00
[mixedcondition seed=4 step=4050] current_train_nll=9.3274 best_held_out_nll=6.6443 accept_rate=0.05 valid_proposal_rate=1.00
[mixedcondition seed=4 step=4075] current_train_nll=8.3044 best_held_out_nll=6.6443 accept_rate=0.05 valid_proposal_rate=1.00
[mixedcondition seed=4 step=4100] current_train_nll=8.3044 best_held_out_nll=6.6443 accept_rate=0.05 valid_proposal_rate=1.00
[mixedcondition seed=4 step=4125] current_train_nll=8.5459 best_held_out_nll=6.6443 accept_rate=0.05 valid_proposal_rate=1.00
[mixedcondition seed=4 step=4150] current_train_nll=10.4560 best_held_out_nll=6.6443 accept_rate=0.05 valid_proposal_rate=1.00
[mixedcondition seed=4 step=4175] current_train_nll=10.0568 best_held_out_nll=6.6443 accept_rate=0.05 valid_proposal_rate=1.00
[mixedcondition seed=4 step=4200] current_train_nll=10.0568 best_held_out_nll=6.6443 accept_rate=0.05 valid_proposal_rate=1.00
[mixedcondition seed=4 step=4225] current_train_nll=10.0568 best_held_out_nll=6.6443 accept_rate=0.05 valid_proposal_rate=1.00
[mixedcondition seed=4 step=4250] current_train_nll=9.1479 best_held_out_nll=6.6443 accept_rate=0.05 valid_proposal_rate=1.00
[mixedcondition seed=4 step=4275] current_train_nll=10.0379 best_held_out_nll=6.6443 accept_rate=0.05 valid_proposal_rate=1.00
[mixedcondition seed=4 step=4300] current_train_nll=11.0165 best_held_out_nll=6.6443 accept_rate=0.05 valid_proposal_rate=1.00
[mixedcondition seed=4 step=4325] current_train_nll=12.5698 best_held_out_nll=6.6443 accept_rate=0.05 valid_proposal_rate=1.00
[mixedcondition seed=4 step=4350] current_train_nll=13.2899 best_held_out_nll=6.6443 accept_rate=0.05 valid_proposal_rate=1.00
[mixedcondition seed=4 step=4375] current_train_nll=11.3953 best_held_out_nll=6.6443 accept_rate=0.05 valid_proposal_rate=1.00
[mixedcondition seed=4 step=4400] current_train_nll=10.6986 best_held_out_nll=6.6443 accept_rate=0.05 valid_proposal_rate=1.00
[mixedcondition seed=4 step=4425] current_train_nll=12.4991 best_held_out_nll=6.6443 accept_rate=0.05 valid_proposal_rate=1.00
[mixedcondition seed=4 step=4450] current_train_nll=10.7213 best_held_out_nll=6.6443 accept_rate=0.05 valid_proposal_rate=1.00
[mixedcondition seed=4 step=4475] current_train_nll=9.9587 best_held_out_nll=6.6443 accept_rate=0.05 valid_proposal_rate=1.00
[mixedcondition seed=4 step=4500] current_train_nll=10.2577 best_held_out_nll=6.6443 accept_rate=0.05 valid_proposal_rate=1.00
[mixedcondition seed=4 step=4525] current_train_nll=10.2577 best_held_out_nll=6.6443 accept_rate=0.05 valid_proposal_rate=1.00
[mixedcondition seed=4 step=4550] current_train_nll=11.0205 best_held_out_nll=6.6443 accept_rate=0.05 valid_proposal_rate=1.00
[mixedcondition seed=4 step=4575] current_train_nll=15.6204 best_held_out_nll=6.6443 accept_rate=0.05 valid_proposal_rate=1.00
[mixedcondition seed=4 step=4600] current_train_nll=8.4847 best_held_out_nll=6.6443 accept_rate=0.05 valid_proposal_rate=1.00
[mixedcondition seed=4 step=4625] current_train_nll=8.4847 best_held_out_nll=6.6443 accept_rate=0.05 valid_proposal_rate=1.00
[mixedcondition seed=4 step=4650] current_train_nll=10.1443 best_held_out_nll=6.6443 accept_rate=0.05 valid_proposal_rate=1.00
[mixedcondition seed=4 step=4675] current_train_nll=8.2866 best_held_out_nll=6.6443 accept_rate=0.05 valid_proposal_rate=1.00
[mixedcondition seed=4 step=4700] current_train_nll=6.9710 best_held_out_nll=6.6443 accept_rate=0.05 valid_proposal_rate=1.00
[mixedcondition seed=4 step=4725] current_train_nll=7.7547 best_held_out_nll=6.6443 accept_rate=0.05 valid_proposal_rate=1.00
[mixedcondition seed=4 step=4750] current_train_nll=9.8298 best_held_out_nll=6.6443 accept_rate=0.05 valid_proposal_rate=1.00
[mixedcondition seed=4 step=4775] current_train_nll=9.8298 best_held_out_nll=6.6443 accept_rate=0.05 valid_proposal_rate=1.00
[mixedcondition seed=4 step=4800] current_train_nll=7.2199 best_held_out_nll=6.6443 accept_rate=0.05 valid_proposal_rate=1.00
[mixedcondition seed=4 step=4825] current_train_nll=7.2199 best_held_out_nll=6.6443 accept_rate=0.05 valid_proposal_rate=1.00
[mixedcondition seed=4 step=4850] current_train_nll=7.0490 best_held_out_nll=6.6443 accept_rate=0.05 valid_proposal_rate=1.00
[mixedcondition seed=4 step=4875] current_train_nll=7.0490 best_held_out_nll=6.6443 accept_rate=0.05 valid_proposal_rate=1.00
[mixedcondition seed=4 step=4900] current_train_nll=7.0490 best_held_out_nll=6.6443 accept_rate=0.05 valid_proposal_rate=1.00
[mixedcondition seed=4 step=4925] current_train_nll=7.0490 best_held_out_nll=6.6443 accept_rate=0.05 valid_proposal_rate=1.00
[mixedcondition seed=4 step=4950] current_train_nll=7.0490 best_held_out_nll=6.6443 accept_rate=0.05 valid_proposal_rate=1.00
[mixedcondition seed=4 step=4975] current_train_nll=7.8211 best_held_out_nll=6.6443 accept_rate=0.05 valid_proposal_rate=1.00
[mixedcondition seed=4 step=5000] current_train_nll=6.5948 best_held_out_nll=6.6443 accept_rate=0.05 valid_proposal_rate=1.00
[mixedcondition seed=4 step=5025] current_train_nll=6.5948 best_held_out_nll=6.6443 accept_rate=0.05 valid_proposal_rate=1.00
[mixedcondition seed=4 step=5050] current_train_nll=7.5603 best_held_out_nll=6.6443 accept_rate=0.05 valid_proposal_rate=1.00
[mixedcondition seed=4 step=5075] current_train_nll=8.3242 best_held_out_nll=6.6443 accept_rate=0.05 valid_proposal_rate=1.00
[mixedcondition seed=4 step=5100] current_train_nll=7.8398 best_held_out_nll=6.6443 accept_rate=0.05 valid_proposal_rate=1.00
[mixedcondition seed=4 step=5125] current_train_nll=8.4705 best_held_out_nll=6.6443 accept_rate=0.05 valid_proposal_rate=1.00
[mixedcondition seed=4 step=5150] current_train_nll=8.4705 best_held_out_nll=6.6443 accept_rate=0.05 valid_proposal_rate=1.00
