=== program=biasedtugwar seed=2 (grammar-mcmc) ===
[biasedtugwar seed=2 step=0] current_train_nll=92.8823 best_held_out_nll=94.2223 accept_rate=0.00 valid_proposal_rate=1.00
[biasedtugwar seed=2 step=4250] current_train_nll=9.5836 best_held_out_nll=7.5178 accept_rate=0.07 valid_proposal_rate=1.00
[biasedtugwar seed=2 step=4275] current_train_nll=9.5836 best_held_out_nll=7.5178 accept_rate=0.07 valid_proposal_rate=1.00
[biasedtugwar seed=2 step=4300] current_train_nll=8.9733 best_held_out_nll=7.5178 accept_rate=0.07 valid_proposal_rate=1.00
[biasedtugwar seed=2 step=4325] current_train_nll=8.9733 best_held_out_nll=7.5178 accept_rate=0.07 valid_proposal_rate=1.00
[biasedtugwar seed=2 step=4350] current_train_nll=8.9733 best_held_out_nll=7.5178 accept_rate=0.07 valid_proposal_rate=1.00
[biasedtugwar seed=2 step=4375] current_train_nll=8.9733 best_held_out_nll=7.5178 accept_rate=0.07 valid_proposal_rate=1.00
[biasedtugwar seed=2 step=4400] current_train_nll=8.9733 best_held_out_nll=7.5178 accept_rate=0.06 valid_proposal_rate=1.00
[biasedtugwar seed=2 step=4425] current_train_nll=9.8191 best_held_out_nll=7.5178 accept_rate=0.06 valid_proposal_rate=1.00
[biasedtugwar seed=2 step=4450] current_train_nll=9.2457 best_held_out_nll=7.5178 accept_rate=0.06 valid_proposal_rate=1.00
[biasedtugwar seed=2 step=4475] current_train_nll=9.2457 best_held_out_nll=7.5178 accept_rate=0.06 valid_proposal_rate=1.00
[biasedtugwar seed=2 step=4500] current_train_nll=9.2457 best_held_out_nll=7.5178 accept_rate=0.06 valid_proposal_rate=1.00
[biasedtugwar seed=2 step=4525] current_train_nll=9.2457 best_held_out_nll=7.5178 accept_rate=0.06 valid_proposal_rate=1.00
[biasedtugwar seed=2 step=4550] current_train_nll=10.8671 best_held_out_nll=7.5178 accept_rate=0.06 valid_proposal_rate=1.00
[biasedtugwar seed=2 step=4575] current_train_nll=13.3005 best_held_out_nll=7.5178 accept_rate=0.06 valid_proposal_rate=1.00
[biasedtugwar seed=2 step=4600] current_train_nll=11.5812 best_held_out_nll=7.5178 accept_rate=0.06 valid_proposal_rate=1.00
[biasedtugwar seed=2 step=4625] current_train_nll=11.5812 best_held_out_nll=7.5178 accept_rate=0.06 valid_proposal_rate=1.00
[biasedtugwar seed=2 step=4650] current_train_nll=10.5821 best_held_out_nll=7.5178 accept_rate=0.06 valid_proposal_rate=1.00
[biasedtugwar seed=2 step=4675] current_train_nll=11.1911 best_held_out_nll=7.5178 accept_rate=0.06 valid_proposal_rate=1.00
[biasedtugwar seed=2 step=4700] current_train_nll=10.7575 best_held_out_nll=7.5178 accept_rate=0.06 valid_proposal_rate=1.00
[biasedtugwar seed=2 step=4725] current_train_nll=11.0245 best_held_out_nll=7.5178 accept_rate=0.06 valid_proposal_rate=1.00
[biasedtugwar seed=2 step=4750] current_train_nll=11.0245 best_held_out_nll=7.5178 accept_rate=0.06 valid_proposal_rate=1.00
[biasedtugwar seed=2 step=4775] current_train_nll=10.7446 best_held_out_nll=7.5178 accept_rate=0.06 valid_proposal_rate=1.00
[biasedtugwar seed=2 step=4800] current_train_nll=10.7446 best_held_out_nll=7.5178 accept_rate=0.06 valid_proposal_rate=1.00
[biasedtugwar seed=2 step=4825] current_train_nll=10.7446 best_held_out_nll=7.5178 accept_rate=0.06 valid_proposal_rate=1.00
[biasedtugwar seed=2 step=4850] current_train_nll=11.4397 best_held_out_nll=7.5178 accept_rate=0.06 valid_proposal_rate=1.00
[biasedtugwar seed=2 step=4875] current_train_nll=10.4207 best_held_out_nll=7.5178 accept_rate=0.06 valid_proposal_rate=1.00
[biasedtugwar seed=2 step=4900] current_train_nll=9.8467 best_held_out_nll=7.5178 accept_rate=0.06 valid_proposal_rate=1.00
[biasedtugwar seed=2 step=4925] current_train_nll=12.0532 best_held_out_nll=7.5178 accept_rate=0.06 valid_proposal_rate=1.00
[biasedtugwar seed=2 step=4950] current_train_nll=11.9483 best_held_out_nll=7.5178 accept_rate=0.06 valid_proposal_rate=1.00
[biasedtugwar seed=2 step=4975] current_train_nll=12.2383 best_held_out_nll=7.5178 accept_rate=0.06 valid_proposal_rate=1.00
[biasedtugwar seed=2 step=5000] current_train_nll=13.6778 best_held_out_nll=7.5178 accept_rate=0.06 valid_proposal_rate=1.00
[biasedtugwar seed=2 step=5025] current_train_nll=11.8310 best_held_out_nll=7.5178 accept_rate=0.06 valid_proposal_rate=1.00
[biasedtugwar seed=2 step=5050] current_train_nll=12.5937 best_held_out_nll=7.5178 accept_rate=0.06 valid_proposal_rate=1.00
[biasedtugwar seed=2 step=5075] current_train_nll=12.5937 best_held_out_nll=7.5178 accept_rate=0.06 valid_proposal_rate=1.00
