=== program=easytugwar seed=3 (grammar-mcmc) ===
[easytugwar seed=3 step=0] current_train_nll=15.6840 best_held_out_nll=15.4261 accept_rate=0.00 valid_proposal_rate=1.00
[easytugwar seed=3 step=1400] current_train_nll=9.3907 best_held_out_nll=7.4070 accept_rate=0.04 valid_proposal_rate=1.00
[easytugwar seed=3 step=1425] current_train_nll=11.0902 best_held_out_nll=7.4070 accept_rate=0.04 valid_proposal_rate=1.00
[easytugwar seed=3 step=1450] current_train_nll=11.3547 best_held_out_nll=7.4070 accept_rate=0.04 valid_proposal_rate=1.00
[easytugwar seed=3 step=1475] current_train_nll=10.9839 best_held_out_nll=7.4070 accept_rate=0.04 valid_proposal_rate=1.00
[easytugwar seed=3 step=1500] current_train_nll=11.3077 best_held_out_nll=7.4070 accept_rate=0.04 valid_proposal_rate=1.00
[easytugwar seed=3 step=1525] current_train_nll=11.3077 best_held_out_nll=7.4070 accept_rate=0.04 valid_proposal_rate=1.00
[easytugwar seed=3 step=1550] current_train_nll=10.4035 best_held_out_nll=7.4070 accept_rate=0.04 valid_proposal_rate=1.00
[easytugwar seed=3 step=1575] current_train_nll=10.4035 best_held_out_nll=7.4070 accept_rate=0.04 valid_proposal_rate=1.00
[easytugwar seed=3 step=1600] current_train_nll=10.4035 best_held_out_nll=7.4070 accept_rate=0.04 valid_proposal_rate=1.00
[easytugwar seed=3 step=1625] current_train_nll=13.7746 best_held_out_nll=7.4070 accept_rate=0.04 valid_proposal_rate=1.00
[easytugwar seed=3 step=1650] current_train_nll=10.4964 best_held_out_nll=7.4070 accept_rate=0.05 valid_proposal_rate=1.00
[easytugwar seed=3 step=1675] current_train_nll=10.5374 best_held_out_nll=7.4070 accept_rate=0.05 valid_proposal_rate=1.00
[easytugwar seed=3 step=1700] current_train_nll=10.3624 best_held_out_nll=7.4070 accept_rate=0.05 valid_proposal_rate=1.00
[easytugwar seed=3 step=1725] current_train_nll=10.3624 best_held_out_nll=7.4070 accept_rate=0.05 valid_proposal_rate=1.00
[easytugwar seed=3 step=1750] current_train_nll=10.3624 best_held_out_nll=7.4070 accept_rate=0.05 valid_proposal_rate=1.00
[easytugwar seed=3 step=1775] current_train_nll=10.5576 best_held_out_nll=7.4070 accept_rate=0.05 valid_proposal_rate=1.00
[easytugwar seed=3 step=1800] current_train_nll=11.4217 best_held_out_nll=7.4070 accept_rate=0.05 valid_proposal_rate=1.00
[easytugwar seed=3 step=1825] current_train_nll=11.4217 best_held_out_nll=7.4070 accept_rate=0.05 valid_proposal_rate=1.00
[easytugwar seed=3 step=1850] current_train_nll=11.8584 best_held_out_nll=7.4070 accept_rate=0.05 valid_proposal_rate=1.00
[easytugwar seed=3 step=1875] current_train_nll=11.5732 best_held_out_nll=7.4070 accept_rate=0.05 valid_proposal_rate=1.00
[easytugwar seed=3 step=1900] current_train_nll=12.1610 best_held_out_nll=7.4070 accept_rate=0.05 valid_proposal_rate=1.00
[easytugwar seed=3 step=1925] current_train_nll=11.3845 best_held_out_nll=7.4070 accept_rate=0.05 valid_proposal_rate=1.00
[easytugwar seed=3 step=1950] current_train_nll=10.0759 best_held_out_nll=7.4070 accept_rate=0.05 valid_proposal_rate=1.00
[easytugwar seed=3 step=1975] current_train_nll=10.0759 best_held_out_nll=7.4070 accept_rate=0.05 valid_proposal_rate=1.00
[easytugwar seed=3 step=2000] current_train_nll=9.6751 best_held_out_nll=7.4070 accept_rate=0.05 valid_proposal_rate=1.00
[easytugwar seed=3 step=2025] current_train_nll=9.6751 best_held_out_nll=7.4070 accept_rate=0.05 valid_proposal_rate=1.00
[easytugwar seed=3 step=2050] current_train_nll=9.2504 best_held_out_nll=7.4070 accept_rate=0.05 valid_proposal_rate=1.00
[easytugwar seed=3 step=2075] current_train_nll=9.7934 best_held_out_nll=7.4070 accept_rate=0.05 valid_proposal_rate=1.00
[easytugwar seed=3 step=2100] current_train_nll=13.5430 best_held_out_nll=7.4070 accept_rate=0.05 valid_proposal_rate=1.00
[easytugwar seed=3 step=2125] current_train_nll=11.0970 best_held_out_nll=7.4070 accept_rate=0.05 valid_proposal_rate=1.00
[easytugwar seed=3 step=2150] current_train_nll=11.8308 best_held_out_nll=7.4070 accept_rate=0.05 valid_proposal_rate=1.00
[easytugwar seed=3 step=2175] current_train_nll=13.7885 best_held_out_nll=7.4070 accept_rate=0.05 valid_proposal_rate=1.00
[easytugwar seed=3 step=2200] current_train_nll=11.8502 best_held_out_nll=7.4070 accept_rate=0.05 valid_proposal_rate=1.00
[easytugwar seed=3 step=2225] current_train_nll=10.8658 best_held_out_nll=7.4070 accept_rate=0.06 valid_proposal_rate=1.00
[easytugwar seed=3 step=2250] current_train_nll=15.1238 best_held_out_nll=7.4070 accept_rate=0.06 valid_proposal_rate=1.00
[easytugwar seed=3 step=2275] current_train_nll=15.7909 best_held_out_nll=7.4070 accept_rate=0.06 valid_proposal_rate=1.00
[easytugwar seed=3 step=2300] current_train_nll=15.6157 best_held_out_nll=7.4070 accept_rate=0.06 valid_proposal_rate=1.00
[easytugwar seed=3 step=2325] current_train_nll=15.5375 best_held_out_nll=7.4070 accept_rate=0.06 valid_proposal_rate=1.00
[easytugwar seed=3 step=2350] current_train_nll=12.2568 best_held_out_nll=7.4070 accept_rate=0.06 valid_proposal_rate=1.00
[easytugwar seed=3 step=2375] current_train_nll=12.2568 best_held_out_nll=7.4070 accept_rate=0.06 valid_proposal_rate=1.00
[easytugwar seed=3 step=2400] current_train_nll=10.1207 best_held_out_nll=7.4070 accept_rate=0.06 valid_proposal_rate=1.00
[easytugwar seed=3 step=2425] current_train_nll=10.8626 best_held_out_nll=7.4070 accept_rate=0.06 valid_proposal_rate=1.00
[easytugwar seed=3 step=2450] current_train_nll=8.8868 best_held_out_nll=7.4070 accept_rate=0.06 valid_proposal_rate=1.00
[easytugwar seed=3 step=2475] current_train_nll=8.8868 best_held_out_nll=7.4070 accept_rate=0.06 valid_proposal_rate=1.00
[easytugwar seed=3 step=2500] current_train_nll=8.8868 best_held_out_nll=7.4070 accept_rate=0.06 valid_proposal_rate=1.00
[easytugwar seed=3 step=2525] current_train_nll=8.9673 best_held_out_nll=7.4070 accept_rate=0.06 valid_proposal_rate=1.00
[easytugwar seed=3 step=2550] current_train_nll=8.9673 best_held_out_nll=7.4070 accept_rate=0.06 valid_proposal_rate=1.00
[easytugwar seed=3 step=2575] current_train_nll=9.4296 best_held_out_nll=7.4070 accept_rate=0.06 valid_proposal_rate=1.00
[easytugwar seed=3 step=2600] current_train_nll=9.1752 best_held_out_nll=7.4070 accept_rate=0.06 valid_proposal_rate=1.00
[easytugwar seed=3 step=2625] current_train_nll=13.5949 best_held_out_nll=7.4070 accept_rate=0.06 valid_proposal_rate=1.00
[easytugwar seed=3 step=2650] current_train_nll=11.7918 best_held_out_nll=7.4070 accept_rate=0.06 valid_proposal_rate=1.00
[easytugwar seed=3 step=2675] current_train_nll=11.5952 best_held_out_nll=7.4070 accept_rate=0.06 valid_proposal_rate=1.00
[easytugwar seed=3 step=2700] current_train_nll=9.3628 best_held_out_nll=7.4070 accept_rate=0.06 valid_proposal_rate=1.00
[easytugwar seed=3 step=2725] current_train_nll=9.3628 best_held_out_nll=7.4070 accept_rate=0.06 valid_proposal_rate=1.00
[easytugwar seed=3 step=2750] current_train_nll=9.3628 best_held_out_nll=7.4070 accept_rate=0.06 valid_proposal_rate=1.00
[easytugwar seed=3 step=2775] current_train_nll=9.3628 best_held_out_nll=7.4070 accept_rate=0.06 valid_proposal_rate=1.00
[easytugwar seed=3 step=2800] current_train_nll=9.5993 best_held_out_nll=7.4070 accept_rate=0.06 valid_proposal_rate=1.00
[easytugwar seed=3 step=2825] current_train_nll=12.2716 best_held_out_nll=7.4070 accept_rate=0.06 valid_proposal_rate=1.00
[easytugwar seed=3 step=2850] current_train_nll=9.7363 best_held_out_nll=7.4070 accept_rate=0.06 valid_proposal_rate=1.00
[easytugwar seed=3 step=2875] current_train_nll=11.0897 best_held_out_nll=7.4070 accept_rate=0.06 valid_proposal_rate=1.00
[easytugwar seed=3 step=2900] current_train_nll=12.2078 best_held_out_nll=7.4070 accept_rate=0.06 valid_proposal_rate=1.00
[easytugwar seed=3 step=2925] current_train_nll=11.6360 best_held_out_nll=7.4070 accept_rate=0.06 valid_proposal_rate=1.00
[easytugwar seed=3 step=2950] current_train_nll=9.9729 best_held_out_nll=7.4070 accept_rate=0.06 valid_proposal_rate=1.00
[easytugwar seed=3 step=2975] current_train_nll=16.2908 best_held_out_nll=7.4070 accept_rate=0.06 valid_proposal_rate=1.00
[easytugwar seed=3 step=3000] current_train_nll=15.0279 best_held_out_nll=7.4070 accept_rate=0.06 valid_proposal_rate=1.00
[easytugwar seed=3 step=3025] current_train_nll=18.5787 best_held_out_nll=7.4070 accept_rate=0.06 valid_proposal_rate=1.00
[easytugwar seed=3 step=3050] current_train_nll=16.0523 best_held_out_nll=7.4070 accept_rate=0.06 valid_proposal_rate=1.00
[easytugwar seed=3 step=3075] current_train_nll=15.6910 best_held_out_nll=7.4070 accept_rate=0.06 valid_proposal_rate=1.00
[easytugwar seed=3 step=3100] current_train_nll=11.6143 best_held_out_nll=7.4070 accept_rate=0.06 valid_proposal_rate=1.00
[easytugwar seed=3 step=3125] current_train_nll=11.0029 best_held_out_nll=7.4070 accept_rate=0.06 valid_proposal_rate=1.00
[easytugwar seed=3 step=3150] current_train_nll=10.4763 best_held_out_nll=7.4070 accept_rate=0.06 valid_proposal_rate=1.00
[easytugwar seed=3 step=3175] current_train_nll=10.4763 best_held_out_nll=7.4070 accept_rate=0.06 valid_proposal_rate=1.00
[easytugwar seed=3 step=3200] current_train_nll=11.5435 best_held_out_nll=7.4070 accept_rate=0.06 valid_proposal_rate=1.00
[easytugwar seed=3 step=3225] current_train_nll=12.1191 best_held_out_nll=7.4070 accept_rate=0.06 valid_proposal_rate=1.00
[easytugwar seed=3 step=3250] current_train_nll=11.6672 best_held_out_nll=7.4070 accept_rate=0.06 valid_proposal_rate=1.00
[easytugwar seed=3 step=3275] current_train_nll=12.4612 best_held_out_nll=7.4070 accept_rate=0.06 valid_proposal_rate=1.00
[easytugwar seed=3 step=3300] current_train_nll=12.0048 best_held_out_nll=7.4070 accept_rate=0.06 valid_proposal_rate=1.00
[easytugwar seed=3 step=3325] current_train_nll=12.0048 best_held_out_nll=7.4070 accept_rate=0.06 valid_proposal_rate=1.00
[easytugwar seed=3 step=3350] current_train_nll=12.7156 best_held_out_nll=7.4070 accept_rate=0.06 valid_proposal_rate=1.00
[easytugwar seed=3 step=3375] current_train_nll=15.6948 best_held_out_nll=7.4070 accept_rate=0.06 valid_proposal_rate=1.00
[easytugwar seed=3 step=3400] current_train_nll=11.8835 best_held_out_nll=7.4070 accept_rate=0.06 valid_proposal_rate=1.00
[easytugwar seed=3 step=3425] current_train_nll=12.8975 best_held_out_nll=7.4070 accept_rate=0.06 valid_proposal_rate=1.00
[easytugwar seed=3 step=3450] current_train_nll=12.8975 best_held_out_nll=7.4070 accept_rate=0.06 valid_proposal_rate=1.00
[easytugwar seed=3 step=3475] current_train_nll=10.9762 best_held_out_nll=7.4070 accept_rate=0.06 valid_proposal_rate=1.00
[easytugwar seed=3 step=3500] current_train_nll=11.8160 best_held_out_nll=7.4070 accept_rate=0.06 valid_proposal_rate=1.00
[easytugwar seed=3 step=3525] current_train_nll=11.6823 best_held_out_nll=7.4070 accept_rate=0.06 valid_proposal_rate=1.00
[easytugwar seed=3 step=3550] current_train_nll=9.9311 best_held_out_nll=7.4070 accept_rate=0.06 valid_proposal_rate=1.00
[easytugwar seed=3 step=3575] current_train_nll=8.9383 best_held_out_nll=7.4070 accept_rate=0.06 valid_proposal_rate=1.00
[easytugwar seed=3 step=3600] current_train_nll=10.2570 best_held_out_nll=7.4070 accept_rate=0.06 valid_proposal_rate=1.00
[easytugwar seed=3 step=3625] current_train_nll=10.5692 best_held_out_nll=7.4070 accept_rate=0.06 valid_proposal_rate=1.00
[easytugwar seed=3 step=3650] current_train_nll=10.0016 best_held_out_nll=7.4070 accept_rate=0.06 valid_proposal_rate=1.00
[easytugwar seed=3 step=3675] current_train_nll=9.8515 best_held_out_nll=7.4070 accept_rate=0.06 valid_proposal_rate=1.00
[easytugwar seed=3 step=3700] current_train_nll=9.9734 best_held_out_nll=7.4070 accept_rate=0.06 valid_proposal_rate=1.00
[easytugwar seed=3 step=3725] current_train_nll=9.9734 best_held_out_nll=7.4070 accept_rate=0.06 valid_proposal_rate=1.00
[easytugwar seed=3 step=3750] current_train_nll=8.9325 best_held_out_nll=7.4070 accept_rate=0.06 valid_proposal_rate=1.00
[easytugwar seed=3 step=3775] current_train_nll=8.9325 best_held_out_nll=7.4070 accept_rate=0.06 valid_proposal_rate=1.00
[easytugwar seed=3 step=3800] current_train_nll=9.1987 best_held_out_nll=7.4070 accept_rate=0.06 valid_proposal_rate=1.00
[easytugwar seed=3 step=3825] current_train_nll=9.9298 best_held_out_nll=7.4070 accept_rate=0.06 valid_proposal_rate=1.00
[easytugwar seed=3 step=3850] current_train_nll=9.9298 best_held_out_nll=7.4070 accept_rate=0.06 valid_proposal_rate=1.00
[easytugwar seed=3 step=3875] current_train_nll=9.2293 best_held_out_nll=7.4070 accept_rate=0.06 valid_proposal_rate=1.00
[easytugwar seed=3 step=3900] current_train_nll=11.7171 best_held_out_nll=7.4070 accept_rate=0.06 valid_proposal_rate=1.00
[easytugwar seed=3 step=3925] current_train_nll=9.7142 best_held_out_nll=7.4070 accept_rate=0.06 valid_proposal_rate=1.00
[easytugwar seed=3 step=3950] current_train_nll=9.7142 best_held_out_nll=7.4070 accept_rate=0.06 valid_proposal_rate=1.00
[easytugwar seed=3 step=3975] current_train_nll=9.7142 best_held_out_nll=7.4070 accept_rate=0.06 valid_proposal_rate=1.00
[easytugwar seed=3 step=4000] current_train_nll=10.1082 best_held_out_nll=7.4070 accept_rate=0.06 valid_proposal_rate=1.00
[easytugwar seed=3 step=4025] current_train_nll=8.8875 best_held_out_nll=7.4070 accept_rate=0.06 valid_proposal_rate=1.00
[easytugwar seed=3 step=4050] current_train_nll=8.8875 best_held_out_nll=7.4070 accept_rate=0.06 valid_proposal_rate=1.00
[easytugwar seed=3 step=4075] current_train_nll=8.8875 best_held_out_nll=7.4070 accept_rate=0.06 valid_proposal_rate=1.00
[easytugwar seed=3 step=4100] current_train_nll=8.8875 best_held_out_nll=7.4070 accept_rate=0.06 valid_proposal_rate=1.00
[easytugwar seed=3 step=4125] current_train_nll=9.0259 best_held_out_nll=7.4070 accept_rate=0.06 valid_proposal_rate=1.00
[easytugwar seed=3 step=4150] current_train_nll=8.3565 best_held_out_nll=7.4070 accept_rate=0.06 valid_proposal_rate=1.00
[easytugwar seed=3 step=4175] current_train_nll=8.3565 best_held_out_nll=7.4070 accept_rate=0.06 valid_proposal_rate=1.00
[easytugwar seed=3 step=4200] current_train_nll=11.3643 best_held_out_nll=7.4070 accept_rate=0.06 valid_proposal_rate=1.00
[easytugwar seed=3 step=4225] current_train_nll=10.6733 best_held_out_nll=7.4070 accept_rate=0.06 valid_proposal_rate=1.00
[easytugwar seed=3 step=4250] current_train_nll=11.6166 best_held_out_nll=7.4070 accept_rate=0.06 valid_proposal_rate=1.00
[easytugwar seed=3 step=4275] current_train_nll=11.6166 best_held_out_nll=7.4070 accept_rate=0.06 valid_proposal_rate=1.00
[easytugwar seed=3 step=4300] current_train_nll=11.6166 best_held_out_nll=7.4070 accept_rate=0.06 valid_proposal_rate=1.00
[easytugwar seed=3 step=4325] current_train_nll=12.1075 best_held_out_nll=7.4070 accept_rate=0.06 valid_proposal_rate=1.00
[easytugwar seed=3 step=4350] current_train_nll=12.0393 best_held_out_nll=7.4070 accept_rate=0.06 valid_proposal_rate=1.00
[easytugwar seed=3 step=4375] current_train_nll=12.0749 best_held_out_nll=7.4070 accept_rate=0.06 valid_proposal_rate=1.00
[easytugwar seed=3 step=4400] current_train_nll=12.5088 best_held_out_nll=7.4070 accept_rate=0.06 valid_proposal_rate=1.00
[easytugwar seed=3 step=4425] current_train_nll=9.7947 best_held_out_nll=7.4070 accept_rate=0.06 valid_proposal_rate=1.00
[easytugwar seed=3 step=4450] current_train_nll=9.7955 best_held_out_nll=7.4070 accept_rate=0.06 valid_proposal_rate=1.00
[easytugwar seed=3 step=4475] current_train_nll=11.3663 best_held_out_nll=7.4070 accept_rate=0.06 valid_proposal_rate=1.00
[easytugwar seed=3 step=4500] current_train_nll=11.3663 best_held_out_nll=7.4070 accept_rate=0.06 valid_proposal_rate=1.00
[easytugwar seed=3 step=4525] current_train_nll=11.6086 best_held_out_nll=7.4070 accept_rate=0.06 valid_proposal_rate=1.00
[easytugwar seed=3 step=4550] current_train_nll=12.0019 best_held_out_nll=7.4070 accept_rate=0.06 valid_proposal_rate=1.00
[easytugwar seed=3 step=4575] current_train_nll=12.2423 best_held_out_nll=7.4070 accept_rate=0.06 valid_proposal_rate=1.00
[easytugwar seed=3 step=4600] current_train_nll=13.2490 best_held_out_nll=7.4070 accept_rate=0.06 valid_proposal_rate=1.00
[easytugwar seed=3 step=4625] current_train_nll=13.0266 best_held_out_nll=7.4070 accept_rate=0.06 valid_proposal_rate=1.00
[easytugwar seed=3 step=4650] current_train_nll=15.5025 best_held_out_nll=7.4070 accept_rate=0.06 valid_proposal_rate=1.00
[easytugwar seed=3 step=4675] current_train_nll=14.6588 best_held_out_nll=7.4070 accept_rate=0.06 valid_proposal_rate=1.00
[easytugwar seed=3 step=4700] current_train_nll=14.3824 best_held_out_nll=7.4070 accept_rate=0.06 valid_proposal_rate=1.00
[easytugwar seed=3 step=4725] current_train_nll=11.0724 best_held_out_nll=7.4070 accept_rate=0.06 valid_proposal_rate=1.00
[easytugwar seed=3 step=4750] current_train_nll=11.1348 best_held_out_nll=7.4070 accept_rate=0.06 valid_proposal_rate=1.00
[easytugwar seed=3 step=4775] current_train_nll=11.1348 best_held_out_nll=7.4070 accept_rate=0.06 valid_proposal_rate=1.00
[easytugwar seed=3 step=4800] current_train_nll=10.0558 best_held_out_nll=7.4070 accept_rate=0.06 valid_proposal_rate=1.00
[easytugwar seed=3 step=4825] current_train_nll=9.8578 best_held_out_nll=7.4070 accept_rate=0.06 valid_proposal_rate=1.00
[easytugwar seed=3 step=4850] current_train_nll=9.8578 best_held_out_nll=7.4070 accept_rate=0.06 valid_proposal_rate=1.00
[easytugwar seed=3 step=4875] current_train_nll=7.7331 best_held_out_nll=7.4070 accept_rate=0.06 valid_proposal_rate=1.00
[easytugwar seed=3 step=4900] current_train_nll=6.9820 best_held_out_nll=6.9929 accept_rate=0.06 valid_proposal_rate=1.00
[easytugwar seed=3 step=4925] current_train_nll=6.9820 best_held_out_nll=6.9929 accept_rate=0.06 valid_proposal_rate=1.00
[easytugwar seed=3 step=4950] current_train_nll=8.2716 best_held_out_nll=6.9929 accept_rate=0.06 valid_proposal_rate=1.00
[easytugwar seed=3 step=4975] current_train_nll=9.6746 best_held_out_nll=6.9929 accept_rate=0.06 valid_proposal_rate=1.00
[easytugwar seed=3 step=5000] current_train_nll=11.5654 best_held_out_nll=6.9929 accept_rate=0.06 valid_proposal_rate=1.00
[easytugwar seed=3 step=5025] current_train_nll=11.7730 best_held_out_nll=6.9929 accept_rate=0.06 valid_proposal_rate=1.00
[easytugwar seed=3 step=5050] current_train_nll=14.0846 best_held_out_nll=6.9929 accept_rate=0.06 valid_proposal_rate=1.00
[easytugwar seed=3 step=5075] current_train_nll=15.0986 best_held_out_nll=6.9929 accept_rate=0.06 valid_proposal_rate=1.00
[easytugwar seed=3 step=5100] current_train_nll=14.6479 best_held_out_nll=6.9929 accept_rate=0.06 valid_proposal_rate=1.00
[easytugwar seed=3 step=5125] current_train_nll=16.2086 best_held_out_nll=6.9929 accept_rate=0.06 valid_proposal_rate=1.00
[easytugwar seed=3 step=5150] current_train_nll=18.4009 best_held_out_nll=6.9929 accept_rate=0.06 valid_proposal_rate=1.00
[easytugwar seed=3 step=5175] current_train_nll=12.0621 best_held_out_nll=6.9929 accept_rate=0.06 valid_proposal_rate=1.00
[easytugwar seed=3 step=5200] current_train_nll=11.0752 best_held_out_nll=6.9929 accept_rate=0.06 valid_proposal_rate=1.00
[easytugwar seed=3 step=5225] current_train_nll=11.0752 best_held_out_nll=6.9929 accept_rate=0.06 valid_proposal_rate=1.00
